DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,BET TYPE,MARKET LINE / TOTAL,RECOMMENDED PRICE,RECORDING METHOD,ODDS ,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Eagle Farm,,,Scarlet Billos,0.5,,Win,,,,26,L,0,-0.5,265.6,2251.4,11.80%,265.60%,"$26,564.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Eagle Farm,,,Scarlet Billos,0.5,,Place,,,,5,L,0,-0.5,265.1,2251.9,11.80%,265.10%,"$26,514.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,All Out Of Love,0.5,,Win,,,,20,L,0,-0.5,264.6,2252.4,11.70%,264.60%,"$26,464.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Distant Rock,1,,Place,,,,2.6,L,0,-1,263.6,2253.4,11.70%,263.60%,"$26,364.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Galxzy Warrior,1,,Win,,,,10,L,0,-1,262.6,2254.4,11.70%,262.60%,"$26,264.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Galxzy Warrior,1,,Place,,,,3,L,0,-1,261.6,2255.4,11.60%,261.60%,"$26,164.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Kenha,0.5,,Win,,,,14,L,0,-0.5,261.1,2255.9,11.60%,261.10%,"$26,114.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Moshway,0.5,,Win,,,,20,L,0,-0.5,260.6,2256.4,11.60%,260.60%,"$26,064.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Sir Sagamore,0.5,,Win,,,,20,L,0,-0.5,260.1,2256.9,11.50%,260.10%,"$26,014.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Sir Sagamore,0.5,,Place,,,,5,L,0,-0.5,259.6,2257.4,11.50%,259.60%,"$25,964.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Amirata,1,,Win,,,,4,L,0,-1,258.6,2258.4,11.50%,258.60%,"$25,864.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Berry Delicious,1,,Win,,,,8,L,0,-1,257.6,2259.4,11.40%,257.60%,"$25,764.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Dark Eyes,0.5,,Win,,,,3,L,0,-0.5,257.1,2259.9,11.40%,257.10%,"$25,714.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Encostanti,0.5,,Win,,,,11,L,0,-0.5,256.6,2260.4,11.40%,256.60%,"$25,664.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Hidden Warrior,0.5,,Win,,,,20,L,0,-0.5,256.1,2260.9,11.30%,256.10%,"$25,614.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Hot Hit,0.5,,Win,,,,6,L,0,-0.5,255.6,2261.4,11.30%,255.60%,"$25,564.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Inz Out,3,,Win,,,,2.6,L,0,-3,252.6,2264.4,11.20%,252.60%,"$25,264.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Maronstro,2,,Win,,,,4.8,L,0,-2,250.6,2266.4,11.10%,250.60%,"$25,064.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Never Back Down,0.5,,Win,,,,100,L,0,-0.5,250.1,2266.9,11.00%,250.10%,"$25,014.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Never Back Down,1,,Place,,,,20,L,0,-1,249.1,2267.9,11.00%,249.10%,"$24,914.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Orjua,0.5,,Win,,,,10,L,0,-0.5,248.6,2268.4,11.00%,248.60%,"$24,864.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Schrkenko,0.5,,Win,,,,14,L,0,-0.5,248.1,2268.9,10.90%,248.10%,"$24,814.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Way Too Good,0.5,,Win,,,,14,L,0,-0.5,247.6,2269.4,10.90%,247.60%,"$24,764.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Wouldn'T It Be Nice,1,,Win,,,,20,L,0,-1,246.6,2270.4,10.90%,246.60%,"$24,664.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Echo Queen,1,,Win,,,,3.8,L,0,-1,245.6,2271.4,10.80%,245.60%,"$24,564.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Elsuive Star,1,,Win,,,,2.8,L,0,-1,244.6,2272.4,10.80%,244.60%,"$24,464.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Lycia,1,,Place,,,,2.5,W,2.5,1.5,246.1,2273.4,10.80%,246.10%,"$24,614.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Multi (place),3,,Win,,,,1.9,L,0,-3,243.1,2276.4,10.70%,243.10%,"$24,314.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Bold Adventure,2.5,,Win,,,,4,L,0,-2.5,240.6,2278.9,10.60%,240.60%,"$24,064.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Classic Records,1.5,,Win,,,,12,L,0,-1.5,239.1,2280.4,10.50%,239.10%,"$23,914.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Good Time Charlie,0.5,,Win,,,,15,L,0,-0.5,238.6,2280.9,10.50%,238.60%,"$23,864.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Hair Trigger,3,,Win,,,,3,W,9,6,244.6,2283.9,10.70%,244.60%,"$24,464.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Majaska,1,,Win,,,,4.4,L,0,-1,243.6,2284.9,10.70%,243.60%,"$24,364.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Ready Above ,1.5,,Win,,,,4,L,0,-1.5,242.1,2286.4,10.60%,242.10%,"$24,214.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Sek Losa,1.5,,Win,,,,3.4,L,0,-1.5,240.6,2287.9,10.50%,240.60%,"$24,064.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Uthred,1,,Win,,,,11,L,0,-1,239.6,2288.9,10.50%,239.60%,"$23,964.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Winnie Power,1.5,,Win,,,,7,L,0,-1.5,238.1,2290.4,10.40%,238.10%,"$23,814.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-16,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,With Pride,1,,Win,,,,11,L,0,-1,237.1,2291.4,10.30%,237.10%,"$23,714.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Longeron,1.5,,Win,,,,4.2,W,6.3,4.8,241.9,2292.9,10.60%,241.90%,"$24,194.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Schezozo,2,,Win,,,,4.8,L,0,-2,239.9,2294.9,10.50%,239.90%,"$23,994.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Bogie,1.5,,Win,,,,9,L,0,-1.5,238.4,2296.4,10.40%,238.40%,"$23,844.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Cash Strapped,1.5,,Win,,,,8,L,0,-1.5,236.9,2297.9,10.30%,236.90%,"$23,694.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Power Supply,1,,Place,,,,2.8,W,2.8,1.8,238.7,2298.9,10.40%,238.70%,"$23,874.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Short Stop,0.5,,Win,,,,9,L,0,-0.5,238.2,2299.4,10.40%,238.20%,"$23,824.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Ternonia,1.5,,Win,,,,4,W,6,4.5,242.7,2300.9,10.50%,242.70%,"$24,274.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Bonete,0.5,,Win,,,,18,L,0,-0.5,242.2,2301.4,10.50%,242.20%,"$24,224.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Bonete,0.5,,Place,,,,5,L,0,-0.5,241.7,2301.9,10.50%,241.70%,"$24,174.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,El Sasso,1,,Win,,,,4.8,W,4.8,3.8,245.5,2302.9,10.70%,245.50%,"$24,554.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Freeze Thecharges,2.5,,Win,,,,4.6,L,0,-2.5,243,2305.4,10.50%,243.00%,"$24,304.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Got The Godd,0.5,,Win,,,,14,L,0,-0.5,242.5,2305.9,10.50%,242.50%,"$24,254.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Place Treble,3.5,,Win,,,,5.8,L,0,-3.5,239,2309.4,10.40%,239.00%,"$23,904.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Suboric,1,,Win,,,,13,W,13,12,251,2310.4,10.90%,251.00%,"$25,104.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Vanderkamp,1,,Win,,,,10,L,0,-1,250,2311.4,10.80%,250.00%,"$25,004.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-07-16,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Background Scalper,1.5,,Win,,,,2.2,W,3.3,1.8,251.8,2312.9,10.90%,251.80%,"$25,184.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
04-07-16,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Ill Take The Money,0.5,,Win,,,,20,L,0,-0.5,251.3,2313.4,10.90%,251.30%,"$25,134.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-07-16,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Just Flo,0.5,,Win,,,,7,L,0,-0.5,250.8,2313.9,10.80%,250.80%,"$25,084.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-07-16,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Ruparvi,1.5,,Win,,,,4.5,W,6.75,5.25,256.1,2315.4,11.10%,256.10%,"$25,609.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
04-07-16,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Sensational Song,1,,Win,,,,4,L,0,-1,255.1,2316.4,11.00%,255.10%,"$25,509.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Francesco,0.5,,Win,,,,3.8,W,1.9,1.4,256.5,2316.9,11.10%,256.50%,"$25,649.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Gibratlor Girl,1,,Win,,,,5,L,0,-1,255.5,2317.9,11.00%,255.50%,"$25,549.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Lomazzo,0.5,,Win,,,,9,L,0,-0.5,255,2318.4,11.00%,255.00%,"$25,499.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,All Out Of Love,0.5,,Win,,,,36,L,0,-0.5,254.5,2318.9,11.00%,254.50%,"$25,449.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,All Out Of Love,0.5,,Place,,,,5,W,2.5,2,256.5,2319.4,11.10%,256.50%,"$25,649.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Futara,0.5,,Place,,,,3.8,W,1.9,1.4,257.9,2319.9,11.10%,257.90%,"$25,789.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Master Of Arts,1.5,,Win,,,,2.8,W,4.2,2.7,260.6,2321.4,11.20%,260.60%,"$26,059.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Nimmnypimmy,1,,Win,,,,15,L,0,-1,259.6,2322.4,11.20%,259.60%,"$25,959.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Nimmnypimmy,1,,Place,,,,4,L,0,-1,258.6,2323.4,11.10%,258.60%,"$25,859.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Rivers Lane,0.5,,Place,,,,5,L,0,-0.5,258.1,2323.9,11.10%,258.10%,"$25,809.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Trenchant,2,,Win,,,,2.8,W,5.6,3.6,261.7,2325.9,11.30%,261.70%,"$26,169.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Just William,1,,Win,,,,11,L,0,-1,260.7,2326.9,11.20%,260.70%,"$26,069.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Level Eight,1,,Win,,,,4,L,0,-1,259.7,2327.9,11.20%,259.70%,"$25,969.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Oxford Magic,2,,Win,,,,5,L,0,-2,257.7,2329.9,11.10%,257.70%,"$25,769.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Vallengrande,1,,Win,,,,4,L,0,-1,256.7,2330.9,11.00%,256.70%,"$25,669.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Bold Circle,1,,Win,,,,13,L,0,-1,255.7,2331.9,11.00%,255.70%,"$25,569.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Elmenopee,0.5,,Win,,,,5,L,0,-0.5,255.2,2332.4,10.90%,255.20%,"$25,519.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Farolitis,1,,Win,,,,4.5,W,4.5,3.5,258.7,2333.4,11.10%,258.70%,"$25,869.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Golden Organic,1,,Win,,,,8,L,0,-1,257.7,2334.4,11.00%,257.70%,"$25,769.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Grand Punto,1,,Win,,,,10,L,0,-1,256.7,2335.4,11.00%,256.70%,"$25,669.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Miss Foxy Flyer,0.5,,Win,,,,14,L,0,-0.5,256.2,2335.9,11.00%,256.20%,"$25,619.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Shadow Lord,1,,Win,,,,12,L,0,-1,255.2,2336.9,10.90%,255.20%,"$25,519.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Burandoo,0.5,,Win,,,,11,L,0,-0.5,254.7,2337.4,10.90%,254.70%,"$25,469.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Hair Trigger,0.5,,Win,,,,6,L,0,-0.5,254.2,2337.9,10.90%,254.20%,"$25,419.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Isorich,0.5,,Win,,,,7,L,0,-0.5,253.7,2338.4,10.80%,253.70%,"$25,369.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Lanciato,1,,Win,,,,3.6,L,0,-1,252.7,2339.4,10.80%,252.70%,"$25,269.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Last Witness,0.5,,Win,,,,7,W,3.5,3,255.7,2339.9,10.90%,255.70%,"$25,569.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Loophole,1,,Win,,,,10,L,0,-1,254.7,2340.9,10.90%,254.70%,"$25,469.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Mount Nebo,0.5,,Win,,,,9,L,0,-0.5,254.2,2341.4,10.90%,254.20%,"$25,419.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Redzel,1.5,,Win,,,,3,W,4.5,3,257.2,2342.9,11.00%,257.20%,"$25,719.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Singing,4,,Win,,,,6,L,0,-4,253.2,2346.9,10.80%,253.20%,"$25,319.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Slow Pace,0.5,,Place,,,,7,L,0,-0.5,252.7,2347.4,10.80%,252.70%,"$25,269.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Springbok Flyer,1,,Win,,,,8,L,0,-1,251.7,2348.4,10.70%,251.70%,"$25,169.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Tango Rain,0.5,,Win,,,,9,W,4.5,4,255.7,2348.9,10.90%,255.70%,"$25,569.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Canterbury,,,Walk Right In,1,,Place,,,,5,L,0,-1,254.7,2349.9,10.80%,254.70%,"$25,469.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Kenjorwood,0.5,,Win,,,,2.8,L,0,-0.5,254.2,2350.4,10.80%,254.20%,"$25,419.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Ruflegent,1,,Win,,,,10,L,0,-1,253.2,2351.4,10.80%,253.20%,"$25,319.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Ruflegent,1,,Place,,,,3,L,0,-1,252.2,2352.4,10.70%,252.20%,"$25,219.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Bold Adventure,1,,Win,,,,5,L,0,-1,251.2,2353.4,10.70%,251.20%,"$25,119.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Boun Natale,1,,Win,,,,4.5,W,4.5,3.5,254.7,2354.4,10.80%,254.70%,"$25,469.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-16,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Lomazzo,2,,Win,,,,4,L,0,-2,252.7,2356.4,10.70%,252.70%,"$25,269.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Doxngong Princess,1.5,,Win,,,,4.6,L,0,-1.5,251.2,2357.9,10.70%,251.20%,"$25,119.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,King Of War,0.5,,Win,,,,7,L,0,-0.5,250.7,2358.4,10.60%,250.70%,"$25,069.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Loverboy Charlie,0.5,,Win,,,,14,L,0,-0.5,250.2,2358.9,10.60%,250.20%,"$25,019.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Secret Lies,1,,Win,,,,5,L,0,-1,249.2,2359.9,10.60%,249.20%,"$24,919.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Secret Lies,1,,Place,,,,2,L,0,-1,248.2,2360.9,10.50%,248.20%,"$24,819.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-16,Luke Murrell,,Wed,,Australia,Horse Racing,,Canterbury,,,Star Of Monsoon,1.5,,Win,,,,4.6,L,0,-1.5,246.7,2362.4,10.40%,246.70%,"$24,669.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-16,Luke Murrell,,Fri,,Australia,Horse Racing,,Port Macquarie,,,Backhouse Billy,2,,Win,,,,2.7,L,0,-2,244.7,2364.4,10.30%,244.70%,"$24,469.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-16,Luke Murrell,,Fri,,Australia,Horse Racing,,Port Macquarie,,,Blue Phantom,1.5,,Win,,,,3.8,W,5.7,4.2,248.9,2365.9,10.50%,248.90%,"$24,889.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-16,Luke Murrell,,Fri,,Australia,Horse Racing,,Port Macquarie,,,Naranja,1,,Win,,,,3.8,L,0,-1,247.9,2366.9,10.50%,247.90%,"$24,789.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
