DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,MARKET TYPE,MARKET LINE / TOTAL,BET          LINE / TOTAL,AGENCY,W.E.I. ODDS,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP,MID TOTE,HIGHEST FIXED CLOSING PRICE,SB OPENING PRICE,BFSP Converted P&L Less Commission,BFSP Price Less Commission,Fixed,Fixed Converted P&L Less Stake,BOB
15/03/2018,John's Analytics,,Thu,1417,New Zealand,Horse Racing,,ASHBURTON,6,12,NON BLONDE,1,,Place,,,VicFix,1.45,1,1.45,0.45,199.9,893,22.40%,199.90%,19991.7,W,,,1.45,1.62,1.45,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2018,John's Analytics,,Thu,1815,Australia,Horse Racing,,GERALDTON,3,3,JUENDIS,0.45,,Win,,,CB,13,0,0,-0.45,199.5,893.4,22.30%,199.50%,19946.7,F,,,13,15,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2018,John's Analytics,,Thu,1815,Australia,Horse Racing,,GERALDTON,3,3,JUENDIS,0.9,,Place,,,Ubet,3.85,0,0,-0.9,198.6,894.3,22.20%,198.60%,19856.7,F,,,3.85,4,3.85,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2018,John's Analytics,,Thu,1945,Australia,Horse Racing,,GERALDTON,6,11,FLIRTALICIOUS,0.2,,Win,,,CB,34,1,6.8,6.6,205.2,894.5,22.90%,205.20%,20516.7,W,,,34,41,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2018,John's Analytics,,Thu,1945,Australia,Horse Racing,,GERALDTON,6,11,FLIRTALICIOUS,0.4,,Place,,,SB,8.5,1,3.4,3,208.2,894.9,23.30%,208.20%,20816.7,W,,,8.5,9,8.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1404,New Zealand,Horse Racing,,TE AROHA,6,3,DANGER DEE,0.5,,Win,,,Ubet,6.5,0,0,-0.5,207.7,895.4,23.20%,207.70%,20766.7,F,,,6.5,6.5,6.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1404,New Zealand,Horse Racing,,TE AROHA,6,3,DANGER DEE,1,,Place,,,SB,2.4,3,2.4,1.4,209.1,896.4,23.30%,209.10%,20906.7,W,,,2.4,2.5,2.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1505,Australia,Horse Racing,,KEMBLA GRANGE,4,6,FOLLOW ON,0.5,,Win,,,Ubet,6,0,0,-0.5,208.6,896.9,23.30%,208.60%,20856.7,F,,,4.6,4.6,4.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1505,Australia,Horse Racing,,KEMBLA GRANGE,4,6,FOLLOW ON,1,,Place,,,Ubet,2.1,0,0,-1,207.6,897.9,23.10%,207.60%,20756.7,F,,,1.76,1.8,1.76,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1930,Australia,Horse Racing,,MOONEE VALLEY,3,9,ZANAHARY,0.5,,Win,,,CB,9.9,0,0,-0.5,207.1,898.4,23.00%,207.10%,20706.7,F,,,9.5,9.5,9.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2018,John's Analytics,,Fri,1930,Australia,Horse Racing,,MOONEE VALLEY,3,9,ZANAHARY,1,,Place,,,Ubet,2.7,0,0,-1,206.1,899.4,22.90%,206.10%,20606.7,F,,,2.7,2.8,2.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1251,Australia,Horse Racing,,GEELONG,1,1,CLEVER GEORGE,0.5,,Win,,,Ubet,3.6,0,0,-0.5,205.6,899.9,22.80%,205.60%,20556.7,F,,,3.6,3.7,3.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1251,Australia,Horse Racing,,GEELONG,1,1,CLEVER GEORGE,1,,Place,,,Ubet,1.29,2,1.29,0.29,205.9,900.9,22.90%,205.90%,20585.7,W,,,1.29,1.3,1.29,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1342,Australia,Horse Racing,,GOLD COAST,2,6,COURT'S STAR,0.4,,Win,,,WH,15,0,0,-0.4,205.5,901.3,22.80%,205.50%,20545.7,F,,,15,16,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1342,Australia,Horse Racing,,GOLD COAST,2,6,COURT'S STAR,0.8,,Place,,,CB,4.2,0,0,-0.8,204.7,902.1,22.70%,204.70%,20465.7,F,,,4.2,4.4,4.2,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1350,Australia,Horse Racing,,FLEMINGTON,3,8,FREEZE OVER,0.3,,Win,,,Ubet,19,0,0,-0.3,204.4,902.4,22.60%,204.40%,20435.7,F,,,19,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1350,Australia,Horse Racing,,FLEMINGTON,3,8,FREEZE OVER,0.6,,Place,,,Ubet,4.6,0,0,-0.6,203.8,903,22.60%,203.80%,20375.7,F,,,4.6,4.6,4.6,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1434,Australia,Horse Racing,,GOSFORD,3,3,ECHO STAR,0.5,,Win,,,Ubet,8.9,0,0,-0.5,203.3,903.5,22.50%,203.30%,20325.7,F,,,5,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1434,Australia,Horse Racing,,GOSFORD,3,3,ECHO STAR,1,,Place,,,B365,1.8,0,0,-1,202.3,904.5,22.40%,202.30%,20225.7,F,,,1.62,1.65,1.62,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1750,Australia,Horse Racing,,CAIRNS,8,6,MY GIRL'S A DRAGON,0.5,,Win,,,Ubet,8.5,0,0,-0.5,201.8,905,22.30%,201.80%,20175.7,F,,,8.5,8.5,8.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2018,John's Analytics,,Sat,1750,Australia,Horse Racing,,CAIRNS,8,6,MY GIRL'S A DRAGON,1,,Place,,,SB,1.95,3,1.95,0.95,202.7,906,22.40%,202.70%,20270.7,W,,,1.95,2,1.95,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1315,Australia,Horse Racing,,YARRA VALLEY,3,4,PREEMPTIVE,0.5,,Win,,,Ubet,4.2,0,0,-0.5,202.2,906.5,22.30%,202.20%,20220.7,F,,,4.2,4.2,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1315,Australia,Horse Racing,,YARRA VALLEY,3,4,PREEMPTIVE,1,,Place,,,Ubet,1.56,3,1.56,0.56,202.8,907.5,22.30%,202.80%,20276.7,W,,,1.56,1.67,1.56,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1355,Australia,Horse Racing,,ALBURY,2,9,REAL ROYAL,0.4,,Win,,,Ubet,15,0,0,-0.4,202.4,907.9,22.30%,202.40%,20236.7,F,,,15,15,15,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1355,Australia,Horse Racing,,ALBURY,2,9,REAL ROYAL,0.8,,Place,,,CB,3.8,0,0,-0.8,201.6,908.7,22.20%,201.60%,20156.7,F,,,3.8,4.4,3.8,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1656,Australia,Horse Racing,,ALICE SPRINGS,6,7,BARKLEY,0.1,,Win,,,WH,61,0,0,-0.1,201.5,908.8,22.20%,201.50%,20146.7,F,,,61,61,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1656,Australia,Horse Racing,,ALICE SPRINGS,6,7,BARKLEY,0.2,,Place,,,CB,8,0,0,-0.2,201.3,909,22.10%,201.30%,20126.7,F,,,8,13,8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1745,Australia,Horse Racing,,OAKBANK,8,8,PRINCESS LEAH,0.5,,Win,,,WH,9.5,0,0,-0.5,200.8,909.5,22.10%,200.80%,20076.7,F,,,9.5,10,9.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2018,John's Analytics,,Sun,1745,Australia,Horse Racing,,OAKBANK,8,8,PRINCESS LEAH,1,,Place,,,WH,3.1,0,0,-1,199.8,910.5,21.90%,199.80%,19976.7,F,,,3.1,3.2,3.1,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2018,John's Analytics,,Tue,1520,Australia,Horse Racing,,GRAFTON,3,4,AIMALAC BULSA,0.5,,Win,,,VicFix,4.4,1,2.2,1.7,201.5,911,22.10%,201.50%,20146.7,W,,,4.4,4.6,4.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2018,John's Analytics,,Tue,1520,Australia,Horse Racing,,GRAFTON,3,4,AIMALAC BULSA,1,,Place,,,Ubet,1.64,1,1.64,0.64,202.1,912,22.20%,202.10%,20210.7,W,,,1.64,1.73,1.64,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2018,John's Analytics,,Wed,1650,Australia,Horse Racing,,GOSFORD,7,8,IRITHEA,0.5,,Win,,,Ubet,5,0,0,-0.5,201.6,912.5,22.10%,201.60%,20160.7,F,,,5,5,5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2018,John's Analytics,,Wed,1650,Australia,Horse Racing,,GOSFORD,7,8,IRITHEA,1,,Place,,,Ubet,1.89,0,0,-1,200.6,913.5,22.00%,200.60%,20060.7,F,,,1.89,2,1.89,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2018,John's Analytics,,Wed,1730,Australia,Horse Racing,,SANDOWN,5,6,DIVERTENTE,0.5,,Win,,,Ubet,4.2,0,0,-0.5,200.1,914,21.90%,200.10%,20010.7,F,,,4,4,4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2018,John's Analytics,,Wed,1730,Australia,Horse Racing,,SANDOWN,5,6,DIVERTENTE,1,,Place,,,Ubet,2.3,0,0,-1,199.1,915,21.80%,199.10%,19910.7,F,,,2,2.25,2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1500,Australia,Horse Racing,,NARACOORTE,3,7,MINTRICE,0.45,,Win,,,Ubet,13,0,0,-0.45,198.7,915.5,21.70%,198.70%,19865.7,F,,,13,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1500,Australia,Horse Racing,,NARACOORTE,3,7,MINTRICE,0.9,,Place,,,SB,4.4,2,3.96,3.06,201.7,916.4,22.00%,201.70%,20171.7,W,,,4.4,4.7,4.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1555,Australia,Horse Racing,,TERANG,6,8,DRYSDALE SPIRIT,0.5,,Win,,,WH,9,0,0,-0.5,201.2,916.9,21.90%,201.20%,20121.7,F,,,9,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1555,Australia,Horse Racing,,TERANG,6,8,DRYSDALE SPIRIT,1,,Place,,,SB,2.9,2,2.9,1.9,203.1,917.9,22.10%,203.10%,20311.7,W,,,2.9,3.1,2.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1715,Australia,Horse Racing,,TERANG,8,5,CAPTAIN CRACKERJAK,0.5,,Win,,,Ubet,4.4,1,2.2,1.7,204.8,918.4,22.30%,204.80%,20481.7,W,,,4.4,4.6,4.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1715,Australia,Horse Racing,,TERANG,8,5,CAPTAIN CRACKERJAK,1,,Place,,,VicFix,1.8,1,1.8,0.8,205.6,919.4,22.40%,205.60%,20561.7,W,,,1.8,1.91,1.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1732,Australia,Horse Racing,,NARACOORTE,7,7,TRIPLE ESS,0.35,,Win,,,Ubet,16,0,0,-0.35,205.3,919.7,22.30%,205.30%,20526.7,F,,,16,18,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,1732,Australia,Horse Racing,,NARACOORTE,7,7,TRIPLE ESS,0.7,,Place,,,Ubet,4.4,0,0,-0.7,204.6,920.4,22.20%,204.60%,20456.7,F,,,4.4,4.6,4.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,2215,Australia,Horse Racing,,SUNSHINE COAST,6,10,WILD BRITT,0.2,,Win,,,B365,31,0,0,-0.2,204.4,920.6,22.20%,204.40%,20436.7,F,,,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,John's Analytics,,Fri,2215,Australia,Horse Racing,,SUNSHINE COAST,6,10,WILD BRITT,0.4,,Place,,,CB,5,0,0,-0.4,204,921,22.10%,204.00%,20396.7,F,,,5,5,5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1235,Australia,Horse Racing,,MORNINGTON,1,7,EXPLICITLY,0.4,,Win,,,WH,15,0,0,-0.4,203.6,921.4,22.10%,203.60%,20356.7,F,,,15,16,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1235,Australia,Horse Racing,,MORNINGTON,1,7,EXPLICITLY,0.8,,Place,,,SB,5.5,0,0,-0.8,202.8,922.2,22.00%,202.80%,20276.7,F,,,5.5,5.6,5.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1534,New Zealand,Horse Racing,,RICCARTON,10,13,PETITE MIDAS,0.2,,Win,,,SB,35,0,0,-0.2,202.6,922.4,22.00%,202.60%,20256.7,F,,,35,41,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1534,New Zealand,Horse Racing,,RICCARTON,10,13,PETITE MIDAS,0.4,,Place,,,Ubet,8.5,3,3.4,3,205.6,922.8,22.30%,205.60%,20556.7,W,,,8.5,9.5,8.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1718,Australia,Horse Racing,,GOLD COAST,7,15,QUESTIONS ANSWERED,0.25,,Win,,,Ubet,21,0,0,-0.25,205.3,923.1,22.20%,205.30%,20531.7,F,,,21,21,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2018,John's Analytics,,Sat,1718,Australia,Horse Racing,,GOLD COAST,7,15,QUESTIONS ANSWERED,0.5,,Place,,,CB,4.4,0,0,-0.5,204.8,923.6,22.20%,204.80%,20481.7,F,,,4.4,4.6,4.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2018,John's Analytics,,Sun,1700,Australia,Horse Racing,,BUNBURY,3,4,UNCLE CON,0.4,,Win,,,WH,15,0,0,-0.4,204.4,924,22.10%,204.40%,20441.7,F,,,15,16,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2018,John's Analytics,,Sun,1700,Australia,Horse Racing,,BUNBURY,3,4,UNCLE CON,0.8,,Place,,,B365,3.5,2,2.8,2,206.4,924.8,22.30%,206.40%,20641.7,W,,,3.5,4,3.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2018,John's Analytics,,Mon,1152,New Zealand,Horse Racing,,WINGATUI,3,10,MIA MAMMA,0.25,,Win,,,Ubet,23,0,0,-0.25,206.2,925,22.30%,206.20%,20616.7,F,,,23,26,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2018,John's Analytics,,Mon,1152,New Zealand,Horse Racing,,WINGATUI,3,10,MIA MAMMA,0.5,,Place,,,SB,4.6,0,0,-0.5,205.7,925.5,22.20%,205.70%,20566.7,F,,,4.6,5,4.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,John's Analytics,,Tue,1425,Australia,Horse Racing,,HAWKESBURY,3,2,BULLSEYE SCORE,0.35,,Win,,,Ubet,15,0,0,-0.35,205.3,925.9,22.20%,205.30%,20531.7,F,,,15,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,John's Analytics,,Tue,1425,Australia,Horse Racing,,HAWKESBURY,3,2,BULLSEYE SCORE,0.7,,Place,,,WH,5.5,0,0,-0.7,204.6,926.6,22.10%,204.60%,20461.7,F,,,5.5,5.6,5.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,John's Analytics,,Tue,1445,Australia,Horse Racing,,MACKAY,3,7,AUTHADANE,0.4,,Win,,,B365,15,0,0,-0.4,204.2,927,22.00%,204.20%,20421.7,F,,,15,16,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,John's Analytics,,Tue,1445,Australia,Horse Racing,,MACKAY,3,7,AUTHADANE,0.8,,Place,,,WH,4.5,2,3.6,2.8,207,927.8,22.30%,207.00%,20701.7,W,,,4.5,5,4.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1102,New Zealand,Horse Racing,,MATAMATA,2,17,HENLEY ROAD,0.2,,Win,,,SB,27,0,0,-0.2,206.8,928,22.30%,206.80%,20681.7,F,,,27,34,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1102,New Zealand,Horse Racing,,MATAMATA,2,17,HENLEY ROAD,0.4,,Place,,,SB,7.5,0,0,-0.4,206.4,928.4,22.20%,206.40%,20641.7,F,,,7.5,9.5,7.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1448,Australia,Horse Racing,,IPSWICH,3,1,LETS GET NAUTI GAL,0.35,,Win,,,Ubet,16,0,0,-0.35,206.1,928.7,22.20%,206.10%,20606.7,F,,,16,18,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1448,Australia,Horse Racing,,IPSWICH,3,1,LETS GET NAUTI GAL,0.7,,Place,,,CB,3.8,0,0,-0.7,205.4,929.4,22.10%,205.40%,20536.7,F,,,3.8,4,3.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1455,Australia,Horse Racing,,SANDOWN,1,3,PRITCHETT,0.2,,Win,,,WH,26,0,0,-0.2,205.2,929.6,22.10%,205.20%,20516.7,F,,,26,27,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,John's Analytics,,Wed,1455,Australia,Horse Racing,,SANDOWN,1,3,PRITCHETT,0.4,,Place,,,Ubet,4.9,0,0,-0.4,204.8,930,22.00%,204.80%,20476.7,F,,,4.9,5.5,4.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2018,John's Analytics,,Thu,1500,Australia,Horse Racing,,WARRNAMBOOL,4,5,ALL WELL,0.5,,Win,,,Ubet,10,0,0,-0.5,204.3,930.5,22.00%,204.30%,20426.7,F,,,10,10,10,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2018,John's Analytics,,Thu,1500,Australia,Horse Racing,,WARRNAMBOOL,4,5,ALL WELL,1,,Place,,,WH,3.6,0,0,-1,203.3,931.5,21.80%,203.30%,20326.7,F,,,3.6,3.6,3.6,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2018,John's Analytics,,Thu,1630,Australia,Horse Racing,,WARRNAMBOOL,7,7,GALILEO'S JOURNEY,0.5,,Win,,,Ubet,10,0,0,-0.5,202.8,932,21.80%,202.80%,20276.7,F,,,10,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2018,John's Analytics,,Thu,1630,Australia,Horse Racing,,WARRNAMBOOL,7,7,GALILEO'S JOURNEY,1,,Place,,,CB,2.7,0,0,-1,201.8,933,21.60%,201.80%,20176.7,F,,,2.7,2.9,2.7,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1404,Australia,Horse Racing,,NEWCASTLE,2,7,MAJESTIC PEDRILLE,0.5,,Win,,,WH,10,0,0,-0.5,201.3,933.5,21.60%,201.30%,20126.7,F,,,10,12,10,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1404,Australia,Horse Racing,,NEWCASTLE,2,7,MAJESTIC PEDRILLE,1,,Place,,,WH,4,0,0,-1,200.3,934.5,21.40%,200.30%,20026.7,F,,,4,4.3,4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1546,Australia,Horse Racing,,PORT MACQUARIE,4,8,UNCLE RODRIGUEZ,0.5,,Win,,,Ubet,6,0,0,-0.5,199.8,935,21.40%,199.80%,19976.7,F,,,6,7,6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1546,Australia,Horse Racing,,PORT MACQUARIE,4,8,UNCLE RODRIGUEZ,1,,Place,,,WH,2.25,0,0,-1,198.8,936,21.20%,198.80%,19876.7,F,,,2.25,2.75,2.25,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1710,Australia,Horse Racing,,CAULFIELD,8,10,WIDGEE TURF,0.5,,Win,,,B365,12,1,6,5.5,204.3,936.5,21.80%,204.30%,20426.7,W,,,12,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1710,Australia,Horse Racing,,CAULFIELD,8,10,WIDGEE TURF,1,,Place,,,VicFix,3.7,1,3.7,2.7,207,937.5,22.10%,207.00%,20696.7,W,,,3.7,3.8,3.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1750,Australia,Horse Racing,,GOLD COAST,8,15,JAKUTA,0.5,,Win,,,SB,7.5,0,0,-0.5,206.5,938,22.00%,206.50%,20646.7,F,,,7.5,9,7.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1750,Australia,Horse Racing,,GOLD COAST,8,15,JAKUTA,1,,Place,,,SB,3.2,2,3.2,2.2,208.7,939,22.20%,208.70%,20866.7,W,,,3.2,3.5,3.2,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1800,Australia,Horse Racing,,OAKBANK,9,2,AKKACAN,0.5,,Win,,,VicFix,4.2,0,0,-0.5,208.2,939.5,22.20%,208.20%,20816.7,F,,,4.2,4.5,4.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1800,Australia,Horse Racing,,OAKBANK,9,2,AKKACAN,1,,Place,,,VicFix,1.85,0,0,-1,207.2,940.5,22.00%,207.20%,20716.7,F,,,1.85,2,1.85,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1810,Australia,Horse Racing,,ASCOT,4,6,CORPORATE LARRIKIN,0.2,,Win,,,Ubet,26,0,0,-0.2,207,940.7,22.00%,207.00%,20696.7,F,,,26,26,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2018,John's Analytics,,Sat,1810,Australia,Horse Racing,,ASCOT,4,6,CORPORATE LARRIKIN,0.4,,Place,,,SB,4.8,0,0,-0.4,206.6,941.1,21.90%,206.60%,20656.7,F,,,4.8,5,4.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2018,John's Analytics,,Sun,1555,Australia,Horse Racing,,MORNINGTON,6,2,LORD MORNINGTON,0.5,,Win,,,SB,4.5,0,0,-0.5,206.1,941.6,21.90%,206.10%,20606.7,F,,,4.5,4.6,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2018,John's Analytics,,Sun,1555,Australia,Horse Racing,,MORNINGTON,6,2,LORD MORNINGTON,1,,Place,,,SB,1.9,0,0,-1,205.1,942.6,21.80%,205.10%,20506.7,F,,,1.9,2,1.9,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2018,John's Analytics,,Mon,1022,New Zealand,Horse Racing,,RIVERTON,3,2,GET RYTHM,0.2,,Win,,,Ubet,34,0,0,-0.2,204.9,942.8,21.70%,204.90%,20486.7,F,,,34,35,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2018,John's Analytics,,Mon,1022,New Zealand,Horse Racing,,RIVERTON,3,2,GET RYTHM,0.4,,Place,,,Ubet,7,0,0,-0.4,204.5,943.2,21.70%,204.50%,20446.7,F,,,7,7.5,7,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2018,John's Analytics,,Mon,1642,Australia,Horse Racing,,BEAUDESERT,8,13,SHEAR VOGUE,0.25,,Win,,,WH,26,0,0,-0.25,204.2,943.5,21.60%,204.20%,20421.7,F,,,26,26,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2018,John's Analytics,,Mon,1642,Australia,Horse Racing,,BEAUDESERT,8,13,SHEAR VOGUE,0.5,,Place,,,B365,6,2,3,2.5,206.7,944,21.90%,206.70%,20671.7,W,,,6,6.5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/04/2018,John's Analytics,,Tue,1700,Australia,Horse Racing,,BALLARAT,8,13,WELCOME STRYKER,0.25,,Win,,,WH,23,0,0,-0.25,206.5,944.2,21.90%,206.50%,20646.7,F,,,23,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/04/2018,John's Analytics,,Tue,1700,Australia,Horse Racing,,BALLARAT,8,13,WELCOME STRYKER,0.5,,Place,,,Ubet,5.75,2,2.88,2.38,208.8,944.7,22.10%,208.80%,20884.2,W,,,5.75,6,5.75,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/04/2018,John's Analytics,,Wed,1418,Australia,Horse Racing,,IPSWICH,3,10,TWO PLUS TWO,0.2,,Win,,,WH,34,0,0,-0.2,208.6,944.9,22.10%,208.60%,20864.2,F,,,34,41,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
