DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,MARKET TYPE,MARKET LINE / TOTAL,BET          LINE / TOTAL,AGENCY,W.E.I. ODDS,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP,MID TOTE,HIGHEST FIXED CLOSING PRICE,SB OPENING PRICE,BFSP Converted P&L Less Commission,BFSP Price Less Commission,Fixed,Fixed Converted P&L Less Stake,BOB
10/09/2017,John's Analytics,,Sun,1710,Australia,Horse Racing,,SALE,9,14,DANCE FOR ME,0.5,,Win,,,Lux,4,0,0,-0.5,-3.4,46,-7.40%,-3.40%,-338,F,,,4,4,4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2017,John's Analytics,,Sun,1710,Australia,Horse Racing,,SALE,9,14,DANCE FOR ME,1,,Place,,,VicFix,1.75,0,0,-1,-4.4,47,-9.30%,-4.40%,-438,F,,,1.75,1.8,1.75,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2017,John's Analytics,,Sun,1900,Australia,Horse Racing,,KALGOORLIE,7,1,TOO CLEVER,0.5,,Win,,,Tatts,4.9,0,0,-0.5,-4.9,47.5,-10.30%,-4.90%,-488,F,,,4.5,4.8,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2017,John's Analytics,,Sun,1900,Australia,Horse Racing,,KALGOORLIE,7,1,TOO CLEVER,1,,Place,,,VicFix,1.9,2,1.9,0.9,-4,48.5,-8.20%,-4.00%,-398,W,,,1.8,2,1.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2017,John's Analytics,,Tue,1400,Australia,Horse Racing,,PAKENHAM,2,7,KHITAAMY,0.5,,Win,,,Lux,11,0,0,-0.5,-4.5,49,-9.20%,-4.50%,-448,F,,,11,12,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2017,John's Analytics,,Tue,1400,Australia,Horse Racing,,PAKENHAM,2,7,KHITAAMY,1,,Place,,,CB,3.2,0,0,-1,-5.5,50,-11.00%,-5.50%,-548,F,,,3.2,3.5,3.2,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2017,John's Analytics,,Tue,1500,Australia,Horse Racing,,PAKENHAM,4,15,SEE THE NIGHT,0.5,,Win,,,Tatts,5.5,0,0,-0.5,-6,50.5,-11.90%,-6.00%,-598,F,,,5.5,5.5,5.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2017,John's Analytics,,Tue,1500,Australia,Horse Racing,,PAKENHAM,4,15,SEE THE NIGHT,1,,Place,,,CB,1.6,0,0,-1,-7,51.5,-13.60%,-7.00%,-698,F,,,1.6,1.73,1.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1217,New Zealand,Horse Racing,,WANGANUI,4,6,ALL IN VOGUE,0.25,,Win,,,Lux,21,0,0,-0.25,-7.2,51.7,-14.00%,-7.20%,-723,F,,,21,26,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1217,New Zealand,Horse Racing,,WANGANUI,4,6,ALL IN VOGUE,0.5,,Place,,,Tatts,7,0,0,-0.5,-7.7,52.2,-14.80%,-7.70%,-773,F,,,7,10,7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1225,Australia,Horse Racing,,MORNINGTON,1,5,LATINO BABE,0.5,,Win,,,Tatts,4,0,0,-0.5,-8.2,52.7,-15.60%,-8.20%,-823,F,,,4,4.2,4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1225,Australia,Horse Racing,,MORNINGTON,1,5,LATINO BABE,1,,Place,,,Lux,1.5,0,0,-1,-9.2,53.7,-17.20%,-9.20%,-923,F,,,1.5,1.57,1.5,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1240,Australia,Horse Racing,,BALAKLAVA,2,4,PREFERRED ROUTE,0.25,,Win,,,Tatts,24.9,1,6.23,5.98,-3.3,54,-6.00%,-3.30%,-325.5,W,,,21,21,21,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1240,Australia,Horse Racing,,BALAKLAVA,2,4,PREFERRED ROUTE,0.5,,Place,,,SB,5.7,1,2.85,2.35,-0.9,54.5,-1.70%,-0.90%,-90.5,W,,,4.8,5.25,4.8,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1400,Australia,Horse Racing,,CANTERBURY,3,2,MYSTIC EMPIRE,0.5,,Win,,,Lux,7,0,0,-0.5,-1.4,55,-2.60%,-1.40%,-140.5,F,,,5,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1400,Australia,Horse Racing,,CANTERBURY,3,2,MYSTIC EMPIRE,1,,Place,,,VicFix,2.3,0,0,-1,-2.4,56,-4.30%,-2.40%,-240.5,F,,,2.25,2.3,2.25,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1435,Australia,Horse Racing,,CANTERBURY,4,3,ABSOLUTE,0.5,,Win,,,Lux,7,0,0,-0.5,-2.9,56.5,-5.10%,-2.90%,-290.5,F,,,7,7.5,7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1435,Australia,Horse Racing,,CANTERBURY,4,3,ABSOLUTE,1,,Place,,,BZ,3.1,0,0,-1,-3.9,57.5,-6.80%,-3.90%,-390.5,F,,,3.1,3.2,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1624,Australia,Horse Racing,,BELMONT PARK,3,2,COSTA OESTE,0.5,,Win,,,Lux,3,1,1.5,1,-2.9,58,-5.00%,-2.90%,-290.5,W,,,3,3.2,3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2017,John's Analytics,,Wed,1624,Australia,Horse Racing,,BELMONT PARK,3,2,COSTA OESTE,1,,Place,,,Lux,1.6,1,1.6,0.6,-2.3,59,-3.90%,-2.30%,-230.5,W,,,1.5,1.52,1.5,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2017,John's Analytics,,Thu,1557,Australia,Horse Racing,,NORTHAM,4,9,SUPERIOR SMILE,0.5,,Win,,,Lux,1.6,1,0.8,0.3,-2,59.5,-3.40%,-2.00%,-200.5,W,,,1.6,1.75,1.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2017,John's Analytics,,Thu,1557,Australia,Horse Racing,,NORTHAM,4,9,SUPERIOR SMILE,1,,Place,,,VicFix,1.07,1,1.07,0.07,-1.9,60.5,-3.20%,-1.90%,-193.5,W,,,1.07,1.14,1.07,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2017,John's Analytics,,Thu,1625,Australia,Horse Racing,,GRAFTON,7,12,MUSTAKNOWN,0.5,,Win,,,Tatts,8,0,0,-0.5,-2.4,61,-4.00%,-2.40%,-243.5,F,,,8,8.5,8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2017,John's Analytics,,Thu,1625,Australia,Horse Racing,,GRAFTON,7,12,MUSTAKNOWN,1,,Place,,,Lux,2.75,2,2.75,1.75,-0.7,62,-1.10%,-0.70%,-68.5,W,,,2.75,2.8,2.75,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1330,Australia,Horse Racing,,SWAN HILL,1,4,BONNEY,0.5,,Win,,,Tatts,3,1,1.5,1,0.3,62.5,0.50%,0.30%,31.5,W,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1330,Australia,Horse Racing,,SWAN HILL,1,4,BONNEY,1,,Place,,,Lux,1.6,1,1.6,0.6,0.9,63.5,1.40%,0.90%,91.5,W,,,1.35,1.36,1.35,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1412,Australia,Horse Racing,,IPSWICH,3,3,ROYAL MYTH,0.5,,Win,,,VicFix,3.8,0,0,-0.5,0.4,64,0.60%,0.40%,41.5,F,,,3.8,3.9,3.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1412,Australia,Horse Racing,,IPSWICH,3,3,ROYAL MYTH,1,,Place,,,VicFix,1.95,0,0,-1,-0.6,65,-0.90%,-0.60%,-58.5,F,,,1.95,2.1,1.95,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1500,Australia,Horse Racing,,SWAN HILL,4,1,ARCTUROS,0.5,,Win,,,Lux,10,1,5,4.5,3.9,65.5,6.00%,3.90%,391.5,W,,,10,11,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2017,John's Analytics,,Fri,1500,Australia,Horse Racing,,SWAN HILL,4,1,ARCTUROS,1,,Place,,,BZ,2.88,1,2.88,1.88,5.8,66.5,8.70%,5.80%,579.5,W,,,2.88,3,2.88,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1539,Australia,Horse Racing,,NEWCASTLE,6,6,PREFERITO,0.4,,Win,,,Tatts,15,0,0,-0.4,5.4,66.9,8.10%,5.40%,539.5,F,,,15,17,15,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1539,Australia,Horse Racing,,NEWCASTLE,6,6,PREFERITO,0.8,,Place,,,SB,3.4,0,0,-0.8,4.6,67.7,6.80%,4.60%,459.5,F,,,3.4,3.6,3.4,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1720,Australia,Horse Racing,,BELMONT PARK,4,2,DRIFTWOOD GIRL,0.5,,Win,,,Lux,8.5,0,0,-0.5,4.1,68.2,6.00%,4.10%,409.5,F,,,8.5,11,8.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1720,Australia,Horse Racing,,BELMONT PARK,4,2,DRIFTWOOD GIRL,1,,Place,,,SB,2.6,0,0,-1,3.1,69.2,4.50%,3.10%,309.5,F,,,2.6,3,2.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1745,Australia,Horse Racing,,CARNARVON,4,6,GLOWING ROCK,0.35,,Win,,,Lux,16,0,0,-0.35,2.7,69.5,3.90%,2.70%,274.5,F,,,16,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2017,John's Analytics,,Sat,1745,Australia,Horse Racing,,CARNARVON,4,6,GLOWING ROCK,0.7,,Place,,,SB,3.7,0,0,-0.7,2,70.2,2.90%,2.00%,204.5,F,,,3.7,3.8,3.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1235,Australia,Horse Racing,,DUBBO,1,6,STAR BOLT,0.5,,Win,,,Tatts,6,1,3,2.5,4.5,70.7,6.40%,4.50%,454.5,W,,,6,6,6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1235,Australia,Horse Racing,,DUBBO,1,6,STAR BOLT,1,,Place,,,BZ,2.25,1,2.25,1.25,5.8,71.7,8.10%,5.80%,579.5,W,,,2.25,2.25,2.25,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1426,New Zealand,Horse Racing,,ROTORUA,7,3,BIGSIE,0.1,,Win,,,Tatts,51,0,0,-0.1,5.7,71.8,7.90%,5.70%,569.5,F,,,51,51,51,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1426,New Zealand,Horse Racing,,ROTORUA,7,3,BIGSIE,0.2,,Place,,,Lux,10.1,0,0,-0.2,5.5,72,7.60%,5.50%,549.5,F,,,9.95,12.5,9.95,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1435,Australia,Horse Racing,,KEMBLA GRANGE,4,7,DYNAMIC BID,0.5,,Win,,,VicFix,4.5,0,0,-0.5,5,72.5,6.90%,5.00%,499.5,F,,,4.2,4.8,4.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1435,Australia,Horse Racing,,KEMBLA GRANGE,4,7,DYNAMIC BID,1,,Place,,,SB,2.05,2,2.05,1.05,6,73.5,8.20%,6.00%,604.5,W,,,2.05,2.2,2.05,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1518,Australia,Horse Racing,,DEVONPORT,5,5,WANAEA,0.2,,Win,,,Tatts,51,0,0,-0.2,5.8,73.7,7.90%,5.80%,584.5,F,,,26,26,26,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1518,Australia,Horse Racing,,DEVONPORT,5,5,WANAEA,0.4,,Place,,,Tatts,7.2,0,0,-0.4,5.4,74.1,7.30%,5.40%,544.5,F,,,4.9,5.5,4.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1525,Australia,Horse Racing,,GEELONG,6,5,GOLD BLUSH,0.5,,Win,,,Lux,6.5,1,3.25,2.75,8.2,74.6,11.00%,8.20%,819.5,W,,,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2017,John's Analytics,,Sun,1525,Australia,Horse Racing,,GEELONG,6,5,GOLD BLUSH,1,,Place,,,SB,3.2,1,3.2,2.2,10.4,75.6,13.80%,10.40%,1039.5,W,,,2.7,3.1,2.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2017,John's Analytics,,Tue,1300,Australia,Horse Racing,,WANGARATTA,1,7,OMOROSE,0.5,,Win,,,Lux,5,0,0,-0.5,9.9,76.1,13.00%,9.90%,989.5,F,,,5,5.5,5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2017,John's Analytics,,Tue,1300,Australia,Horse Racing,,WANGARATTA,1,7,OMOROSE,1,,Place,,,Tatts,1.8,2,1.8,0.8,10.7,77.1,13.90%,10.70%,1069.5,W,,,1.8,2,1.8,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1107,New Zealand,Horse Racing,,TE RAPA,3,4,KARISTO,0.5,,Win,,,Lux,2.1,0,0,-0.5,10.2,77.6,13.10%,10.20%,1019.5,F,,,2.1,2.1,2.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1107,New Zealand,Horse Racing,,TE RAPA,3,4,KARISTO,1,,Place,,,SB,1.2,2,1.2,0.2,10.4,78.6,13.20%,10.40%,1039.5,W,,,1.2,1.25,1.2,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1404,New Zealand,Horse Racing,,TE RAPA,8,6,PURSUED,0.2,,Win,,,Tatts,26,0,0,-0.2,10.2,78.8,12.90%,10.20%,1019.5,F,,,26,26,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1404,New Zealand,Horse Racing,,TE RAPA,8,6,PURSUED,0.4,,Place,,,Lux,6,3,2.4,2,12.2,79.2,15.40%,12.20%,1219.5,W,,,6,7.5,6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1510,Australia,Horse Racing,,WARWICK FARM,5,4,REGIMEN,0.5,,Win,,,CB,2.3,1,1.15,0.65,12.8,79.7,16.10%,12.80%,1284.5,W,,,2.3,2.3,2.3,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1510,Australia,Horse Racing,,WARWICK FARM,5,4,REGIMEN,1,,Place,,,Tatts,1.44,1,1.44,0.44,13.3,80.7,16.50%,13.30%,1328.5,W,,,1.44,1.57,1.44,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1549,Australia,Horse Racing,,KALGOORLIE,2,1,MERVYN,0.5,,Win,,,Lux,1.7,0,0,-0.5,12.8,81.2,15.70%,12.80%,1278.5,F,,,1.7,1.7,1.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1549,Australia,Horse Racing,,KALGOORLIE,2,1,MERVYN,1,,Place,,,Lux,1.22,2,1.22,0.22,13,82.2,15.80%,13.00%,1300.5,W,,,1.22,1.29,1.22,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1735,Australia,Horse Racing,,KALGOORLIE,5,1,CODE VIOLATION,0.5,,Win,,,CB,4.8,0,0,-0.5,12.5,82.7,15.10%,12.50%,1250.5,F,,,4.8,5,4.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2017,John's Analytics,,Wed,1735,Australia,Horse Racing,,KALGOORLIE,5,1,CODE VIOLATION,1,,Place,,,Lux,2.5,0,0,-1,11.5,83.7,13.70%,11.50%,1150.5,F,,,2.5,2.62,2.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2017,John's Analytics,,Thu,1400,Australia,Horse Racing,,PAKENHAM,2,4,DOUBLE JEOPARDY,0.5,,Win,,,Lux,8.5,1,4.25,3.75,15.3,84.2,18.10%,15.30%,1525.5,W,,,8.5,9,8.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2017,John's Analytics,,Thu,1400,Australia,Horse Racing,,PAKENHAM,2,4,DOUBLE JEOPARDY,1,,Place,,,Tatts,2.7,1,2.7,1.7,17,85.2,19.90%,17.00%,1695.5,W,,,2.7,2.8,2.7,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2017,John's Analytics,,Thu,1600,Australia,Horse Racing,,PAKENHAM,6,3,WHYCATCHIM,0.5,,Win,,,Lux,4.4,0,0,-0.5,16.5,85.7,19.20%,16.50%,1645.5,F,,,4.4,4.4,4.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2017,John's Analytics,,Thu,1600,Australia,Horse Racing,,PAKENHAM,6,3,WHYCATCHIM,1,,Place,,,VicFix,2.1,0,0,-1,15.5,86.7,17.80%,15.50%,1545.5,F,,,2.1,2.25,2.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1044,New Zealand,Horse Racing,,TAUPO,2,7,HANGER,0.5,,Win,,,BZ,2,0,0,-0.5,15,87.2,17.20%,15.00%,1495.5,F,,,2,2,2,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1044,New Zealand,Horse Racing,,TAUPO,2,7,HANGER,1,,Place,,,SB,1.3,0,0,-1,14,88.2,15.80%,14.00%,1395.5,F,,,1.18,1.25,1.18,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1119,New Zealand,Horse Racing,,TAUPO,3,1,DOUBTLESS BAY,0.5,,Win,,,Lux,2.7,0,0,-0.5,13.5,88.7,15.20%,13.50%,1345.5,F,,,2.7,2.8,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1119,New Zealand,Horse Racing,,TAUPO,3,1,DOUBTLESS BAY,1,,Place,,,SB,1.35,0,0,-1,12.5,89.7,13.90%,12.50%,1245.5,F,,,1.35,1.4,1.35,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1555,Australia,Horse Racing,,GEELONG,6,6,GOOD THERAPY,0.5,,Win,,,Lux,4.4,0,0,-0.5,12,90.2,13.30%,12.00%,1195.5,F,,,4.4,4.4,4.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2017,John's Analytics,,Fri,1555,Australia,Horse Racing,,GEELONG,6,6,GOOD THERAPY,1,,Place,,,VicFix,1.6,0,0,-1,11,91.2,12.00%,11.00%,1095.5,F,,,1.6,1.67,1.6,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1313,Australia,Horse Racing,,GOLD COAST,2,9,MIRACLE STAR,0.5,,Win,,,Tatts,2.6,0,0,-0.5,10.5,91.7,11.40%,10.50%,1045.5,F,,,2.6,3.4,2.6,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1313,Australia,Horse Racing,,GOLD COAST,2,9,MIRACLE STAR,1,,Place,,,Lux,1.55,0,0,-1,9.5,92.7,10.20%,9.50%,945.5,F,,,1.55,2,1.55,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1435,Australia,Horse Racing,,ROSEHILL,5,11,IMPOSING LASS,0.5,,Win,,,Tatts,7.4,0,0,-0.5,9,93.2,9.60%,9.00%,895.5,F,,,5.5,5.5,5.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1435,Australia,Horse Racing,,ROSEHILL,5,11,IMPOSING LASS,1,,Place,,,Tatts,2.3,3,2.3,1.3,10.3,94.2,10.90%,10.30%,1025.5,W,,,1.82,1.85,1.82,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1439,Australia,Horse Racing,,GATTON,4,7,TYCOON ZIP,0.5,,Win,,,Tatts,5,1,2.5,2,12.3,94.7,12.90%,12.30%,1225.5,W,,,5,7,5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1439,Australia,Horse Racing,,GATTON,4,7,TYCOON ZIP,1,,Place,,,Tatts,1.8,1,1.8,0.8,13.1,95.7,13.60%,13.10%,1305.5,W,,,1.8,2.25,1.8,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1555,Australia,Horse Racing,,ROSEHILL,7,14,CHAMPAGNE CUDDLES,0.3,,Win,,,BZ,19,0,0,-0.3,12.8,96,13.30%,12.80%,1275.5,F,,,19,21,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1555,Australia,Horse Racing,,ROSEHILL,7,14,CHAMPAGNE CUDDLES,0.6,,Place,,,SB,4.4,2,2.64,2.04,14.8,96.6,15.30%,14.80%,1479.5,W,,,4.4,5.25,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1611,Australia,Horse Racing,,BOWRAVILLE,6,8,NOTHING LIKE LUCA,0.35,,Win,,,Lux,20,0,0,-0.35,14.4,97,14.90%,14.40%,1444.5,F,,,16,16,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2017,John's Analytics,,Sat,1611,Australia,Horse Racing,,BOWRAVILLE,6,8,NOTHING LIKE LUCA,0.7,,Place,,,CB,3.8,0,0,-0.7,13.7,97.7,14.10%,13.70%,1374.5,F,,,3.8,4.2,3.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2017,John's Analytics,,Sun,1309,New Zealand,Horse Racing,,PUKEKOHE,8,1,KIRKINTILLOCH,0.5,,Win,,,Tatts,4.1,0,0,-0.5,13.2,98.2,13.50%,13.20%,1324.5,F,,,3.4,3.4,3.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2017,John's Analytics,,Sun,1309,New Zealand,Horse Racing,,PUKEKOHE,8,1,KIRKINTILLOCH,1,,Place,,,VicFix,1.5,3,1.5,0.5,13.7,99.2,13.90%,13.70%,1374.5,W,,,1.4,1.5,1.4,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2017,John's Analytics,,Sun,1520,Australia,Horse Racing,,BALLARAT,5,8,ARTIES DREAMWINNER,0.5,,Win,,,Tatts,4.6,1,2.3,1.8,15.5,99.7,15.60%,15.50%,1554.5,W,,,4.6,5,4.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2017,John's Analytics,,Sun,1520,Australia,Horse Racing,,BALLARAT,5,8,ARTIES DREAMWINNER,1,,Place,,,CB,1.8,1,1.8,0.8,16.3,100.7,16.20%,16.30%,1634.5,W,,,1.8,1.91,1.8,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2017,John's Analytics,,Mon,1230,Australia,Horse Racing,,MOE,1,9,TOTALLY KAPTIVATED,0.5,,Win,,,VicFix,5.9,0,0,-0.5,15.8,101.2,15.70%,15.80%,1584.5,F,,,4.6,5,4.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2017,John's Analytics,,Mon,1230,Australia,Horse Racing,,MOE,1,9,TOTALLY KAPTIVATED,1,,Place,,,CB,1.9,0,0,-1,14.8,102.2,14.50%,14.80%,1484.5,F,,,1.7,1.75,1.7,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2017,John's Analytics,,Tue,1400,Australia,Horse Racing,,ARARAT,4,1,BELLWHIST,0.15,,Win,,,Tatts,41,0,0,-0.15,14.7,102.3,14.40%,14.70%,1469.5,F,,,41,61,41,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2017,John's Analytics,,Tue,1400,Australia,Horse Racing,,ARARAT,4,1,BELLWHIST,0.3,,Place,,,SB,7,0,0,-0.3,14.4,102.6,14.00%,14.40%,1439.5,F,,,7,8.5,7,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2017,John's Analytics,,Wed,1603,Australia,Horse Racing,,IPSWICH,6,1,CORNFORTH,0.5,,Win,,,CB,3.4,0,0,-0.5,13.9,103.1,13.50%,13.90%,1389.5,F,,,3.4,3.5,3.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2017,John's Analytics,,Wed,1603,Australia,Horse Racing,,IPSWICH,6,1,CORNFORTH,1,,Place,,,CB,1.6,3,1.6,0.6,14.5,104.1,13.90%,14.50%,1449.5,W,,,1.6,1.67,1.6,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2017,John's Analytics,,Thu,1405,Australia,Horse Racing,,TOWNSVILLE,1,3,MIGHTY MEERKAT,0.3,,Win,,,SB,19,0,0,-0.3,14.2,104.4,13.60%,14.20%,1419.5,F,,,19,21,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2017,John's Analytics,,Thu,1405,Australia,Horse Racing,,TOWNSVILLE,1,3,MIGHTY MEERKAT,0.6,,Place,,,SB,4.6,0,0,-0.6,13.6,105,12.90%,13.60%,1359.5,F,,,4.6,5,4.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
