DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
27-Aug-20,15:10,IPSWICH,4,3 – TRENGGANU (BEST BET),A.PATIS(A),X12,WINNER,$2.40 /$1.20
27-Aug-20,15:25,WAGGA,5,6 – TERRA REIGN,S.GUYMER,233,,
27-Aug-20,15:30,MORNINGTON,6,3 – LAKES FOLLY,M.CARTWRIGHT(A),242,3RD,/$1.35
27-Aug-20,15:34,NORTHAM,1,1 – UNCANNY TIMING,T.TURNER,X24,WINNER,$2.10 /$1.24
27-Aug-20,15:45,IPSWICH,5,2 – SCOTTISH MIST,B.THOMPSON,621,WINNER,$3.50 /$1.50
27-Aug-20,16:05,WAGGA,6,7 – ROYAL MONARCH,S.GUYMER,213,3RD,/$2.10
27-Aug-20,16:20,IPSWICH,6,1 – BOBBY AXELROD,M.KENNEDY(A),271,WINNER,$2.70 /$1.40
27-Aug-20,16:47,NORTHAM,3,10 – REGAL DIVIDEND,L.RAMOLY(A),42,WINNER,$5.20 /$1.90
27-Aug-20,17:00,IPSWICH,7,3 – JEWEL OF THE CROWN,J.HUXTABLE(A),311,,
27-Aug-20,17:27,NORTHAM,4,10 – UNDER THE RADAR,J.MCNAUGHT,0X2,3RD,/$1.50
,,,,,,,,
,26-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
26-Aug-20,12:25,SANDOWN,1,2 – WEST WIND,W.PRICE(A),832,2ND,/$1.60
26-Aug-20,12:33,DOOMBEN,1,5 – EXPRESS FANTASY (BEST BET),R.MALONEY,X11,2ND,/$1.13
26-Aug-20,13:35,SANDOWN,3,4 – PEGGY SELENE,B.MELHAM,261,WINNER,$3.60 /$1.52
26-Aug-20,13:43,DOOMBEN,3,12 – TYCOON EVIE,J.ORMAN,23,WINNER,$1.57 /$1.13
26-Aug-20,14:00,RANDWICK,2,3 - WUDDACUDDASHUDDA,J.COLLETT,2,LATE,SCRATCHING
26-Aug-20,14:18,DOOMBEN,4,12 – SHOOTING FOR GOLD,J.HUXTABLE(A),2,WINNER,$1.35 /$1.06
26-Aug-20,14:25,MURRAY BRIDGE,4,2 – DESIDERO,P.GATT,102,,
26-Aug-20,14:35,RANDWICK,3,9 – ON THE LEAD,J.COLLETT,X11,2ND,/$1.46
26-Aug-20,14:45,SANDOWN,5,5 – JUST JAKE,D.DUNN,411,,
26-Aug-20,15:00,MURRAY BRIDGE,5,4 – BRIMARVI ROOBOY,B.VORSTER,591,,
26-Aug-20,15:20,SANDOWN,6,4 – CADRE DU NOIR,B.MELHAM,X22,WINNER,$1.85 /$1.28
26-Aug-20,15:49,BELMONT,1,1 – ZADOK,C.GRAHAM(A),0X1,,
26-Aug-20,16:03,DOOMBEN,7,1 – FLATTER,R.MALONEY,X24,2ND,/$1.40
26-Aug-20,16:24,BELMONT,2,1 – TRADE MASTER,J.MCNAUGHT,332,WINNER,$2.40 /$1.30
26-Aug-20,16:30,SANDOWN,8,6 – APPROACH DISCREET,D.OLIVER,231,WINNER,$3.00 /$1.40
26-Aug-20,16:38,DOOMBEN,8,2 – MCOVEY COVE,R.MALONEY,X1X,WINNER,$2.20 /$1.24
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,25-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
25-Aug-20,13:30,BALLARAT,2,1 – EMERALD CROWN,J.ALLEN,2X3,WINNER,$2.05 /$1.21
25-Aug-20,14:05,SCONE,3,2 – HOLY SUNDAY,J.PENZA,X32,WINNER,$1.45 /$1.11
25-Aug-20,14:30,BALLARAT,4,3 – MAJESTIC MISSILE,J.MOTT,0X3,,
25-Aug-20,15:00,BALLARAT,5,2 – INCAS (BEST BET),J.ALLEN,31,3RD,/$1.26
25-Aug-20,15:30,BALLARAT,6,1 – NINE CLOUDS,J.ALLEN,112,2ND,/$2.02
25-Aug-20,15:50,SCONE,6,3 – MY ZEBRINKA,A.GIBBONS,6X2,,
25-Aug-20,16:10,ROCKHAMPTON,5,1 – APPLICANT,C.WHITELEY,X11,,
25-Aug-20,17:05,SCONE,8,5 – MISS FOX,D.GIBBONS(A),11X,LATE,SCRATCHING
25-Aug-20,17:20,ROCKHAMPTON,7,3 – CHARLES SEVEN,R.WIGGINS,X12,3RD,/$1.17
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,24-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
24-Aug-20,13:10,LISMORE,1,6 – MISS PIERPOINT,M.MCGUREN,6X3,3RD,/$1.62
24-Aug-20,13:45,LISMORE,2,4 – SWANSTON,L.KILNER(A),12,,
24-Aug-20,14:00,SWAN HILL,4,3 – SALOME,J.ALLEN,04X,2ND,/$1.97
24-Aug-20,14:30,SWAN HILL,5,1 – MASERARTIE BAY (BEST BET),J.ALLEN,491,WINNER,$1.88 /$1.11
24-Aug-20,15:35,LISMORE,5,8 – LUCKY TIME,M.MCGUREN,303,2ND,/$1.65
24-Aug-20,16:00,SWAN HILL,8,7 – YULONG STORM,C.NEWITT,X11,WINNER,$2.90 /$1.50
24-Aug-20,16:15,LISMORE,6,2 – DRAGON PURSUIT,E.ATKINSON(A),32,,
,,,,,,,,
,23-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
23-Aug-20,11:35,DEVONPORT,1,9 – TAKE THE SIT,B.MCCOULL,2X8,WINNER,$1.60 /$1.12
23-Aug-20,12:20,TAREE,1,8 – MIDLAND,J.COLLETT,22X,WINNER,$1.38 /$1.08
23-Aug-20,12:30,SUNSHINE COAST,1,7 – SALBRIS,T.HARRISON,2,WINNER,$6.50 /$1.50
23-Aug-20,12:40,NOWRA,1,2 – FIRST COURRIER,M.WATERS(A),22,WINNER,$3.70 /$1.60
23-Aug-20,12:45,DEVONPORT,3,4 – ELISAVET,B.MCCOULL,212,3RD,/$1.40
23-Aug-20,12:55,TAREE,2,7 – SPIRANAC,R.JONES(A),X41,WINNER,$2.68 /$1.28
23-Aug-20,13:05,SUNSHINE COAST,2,9 – YOURJOKINGME RIGHT,S.CORMACK,92,2ND,/$1.22
23-Aug-20,13:23,DEVONPORT,4,2 – CAPTAIN MORGAN,I.LUXIMON(A),325,3RD,/$1.60
23-Aug-20,13:35,TAREE,3,7 – CRACKERJACK KENNY,B.HODDER,213,3RD,/$1.70
23-Aug-20,13:45,SUNSHINE COAST,3,2 – BELUSHI,G.COLLESS,532,,
23-Aug-20,14:45,DEVONPORT,6,6 – CABARRUS,B.MUHCU,11,WINNER,$2.70 /$1.40
23-Aug-20,15:05,SUNSHINE COAST,5,6 – MAD IRISH TYCOON,J.STANLEY,902,,
23-Aug-20,15:25,DEVONPORT,7,2 – UPWIND (BEST BET),I.TOKER,X21,WINNER,$2.15 /$1.20
23-Aug-20,15:30,KALGOORLIE,2,6 – MANHATTAN MONEY,M.PATEMAN,112,WINNER,$2.40 /$1.55
23-Aug-20,15:50,SUNSHINE COAST,6,6 – INITIALIZE,B.PENGELLY,412,,
23-Aug-20,15:55,MOE,6,2 – DEELBRAKA,,,LATE,SCRATCHING
23-Aug-20,16:10,DEVONPORT,8,4 – RED LETTER LADY,B.MCCOULL,2X1,WINNER,$1.22 /$1.05
23-Aug-20,16:20,TAREE,7,3 – KORCHO,,,LATE,SCRATCHING
23-Aug-20,16:40,MOE,7,3 – POLEAXED,E.BROWN,622,,
23-Aug-20,16:45,NOWRA,7,1 – WILD CHAP,,,LATE,SCRATCHING
23-Aug-20,16:55,KALGOORLIE,4,7 – SLUICE BOX,J.MCNAUGHT,212,2ND,/$1.35
23-Aug-20,17:00,TAREE,8,3 – THE DRAKE,B.HODDER,261,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,22-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
22-Aug-20,11:33,DOOMBEN,1,4 – MOONAN ME,J.HUXTABLE(A),521,,
22-Aug-20,11:44,NEWCASTLE,1,5 – COUNT DE RUPEE,B.MCDOUGALL,2,2ND,/$1.58
22-Aug-20,11:55,WANGARATTA,1,11 – MR VISTA,N.CALLOW,2,,
22-Aug-20,12:00,RANDWICK,1,1 – KISS THE BRIDE,J.PARR,321,WINNER,$5.50 /$2.30
22-Aug-20,12:19,NEWCASTLE,2,6 – WILD SHEILA,A.GIBBONS,332,WINNER,$3.45 /$1.25
22-Aug-20,12:23,GOLD COAST,1,2 – FIORELLI,J.G-CHEST,453,,
22-Aug-20,12:26,MORPHETVILLE,2,11 – FRENCH FIELDS,B.VORSTER,6X2,,
22-Aug-20,12:43,DOOMBEN,3,8 – CHICO MILAGRO (BEST BET),J.BYRNE,661,2ND,/$1.40
22-Aug-20,12:50,MOONEE VALLEY,1,4 – COMING AROUND,L.RIORDAN(A),X21,2ND,/$1.40
22-Aug-20,12:54,NEWCASTLE,3,11 – OLYMPIC GAZE,T.SCHILLER(A),842,2ND,/$1.08
22-Aug-20,13:25,MOONEE VALLEY,2,4 – TAILLEUR,M.ZAHRA,121,WINNER,$1.55 /$1.20
22-Aug-20,13:29,NEWCASTLE,4,1 – ABSOLUTE LEGEND,C.WILLIAMS(A),2,WINNER,$4.40 /$1.65
22-Aug-20,13:51,BELMONT,1,3 – TRADED CROWN,C.PARNHAM,952,,
22-Aug-20,13:57,DOOMBEN,5,4 – AMICITIA,J.BYRNE,203,,
22-Aug-20,14:25,RANDWICK,5,10 – ROHERYN,J.COLLETT,X12,WINNER,$4.40/ $1.65
22-Aug-20,14:49,NEWCASTLE,6,2 – LA TIGRESA,K.LATHAM,5X2,WINNER,$1.90 /$1.18
22-Aug-20,14:51,ALICE SPRINGS,1,4 – MEDIATED,P.DENTON,X52,3RD,/$1.75
22-Aug-20,14:56,MORPHETVILLE,6,3 – RULER BY CHOICE (BEST BET),B.VORSTER,X31,2ND,/$1.50
22-Aug-20,15:17,DOOMBEN,7,13 – SAY HAYA,R.MALONEY,141,,
22-Aug-20,16:40,MOONEE VALLEY,7,7 – WINDSTORM,W.PIKE,111,LATE,SCRATCHING
22-Aug-20,16:52,GOLD COAST,8,2 – GETYOURGREYON,,,LATE,SCRATCHING
22-Aug-20,17:05,RANDWICK,9,14 – VALDOSTANA,B.AVDULLA,X22,,
22-Aug-20,17:20,ALICE SPRINGS,5,3 – TEXAS MILLER,W.KERFORD,X31,WINNER,$2.58 /$1.24
22-Aug-20,17:50,BELMONT,7,3 – MASSIMO,C.J-POR,121,WINNER,$2.90 /$1.25
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,21-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
21-Aug-20,11:03,GATTON,1,9 – JUST LIKE RULER,M.HELLEYER,542,,
21-Aug-20,12:17,GATTON,3,9 – JELLISHOT,A.THOMPSON(A),405,,
21-Aug-20,12:25,CANBERRA,1,4 – DIFFERENT TIME,A.SWEENEY,X31,,
21-Aug-20,12:45,TAREE,1,6 – TOTAL RECALL,C.REITH,416,WINNER,$1.65 /$1.16
21-Aug-20,13:00,BENDIGO,2,12 – GEIST,J.NUGENT,3X9,,
21-Aug-20,13:05,CANBERRA,2,4 – BOLSON,B.SPRIGGS,413,,
21-Aug-20,13:30,BENDIGO,3,7 – CAPTAIN CORELLI,D.OLIVER,2,WINNER,$1.60 /$1.10
21-Aug-20,13:55,TAREE,3,1 – HIGHBURY (BEST BET),B.HODDER,262,3RD,/$1.55
21-Aug-20,14:00,BENDIGO,4,4 – LAKES FOLLY,J.MCNEIL,224,2ND,/$1.30
21-Aug-20,14:04,GATTON,6,2 – SOMEBODY’S GIRL,J.MURPHY(A),124,2ND,/$1.53
21-Aug-20,14:15,CANBERRA,4,9 – ARIZONA NIGHT,K.O'HARA,3,WINNER,$2.40/ $1.30
21-Aug-20,14:42,GATTON,7,6 – FRENCH OCEAN,W.PEEL(A),791,WINNER,$5.50/ $1.90
21-Aug-20,15:10,TAREE,5,2 – STAR RAIDER,D.GIBBONS(A),2X4,WINNER,$2.00 /$1.25
21-Aug-20,15:30,BENDIGO,7,3 – SMOKIN ROMANS,J.ALLEN,115,,
21-Aug-20,15:35,CANBERRA,6,4 –LAST CHANCE DANCE,A.MORGAN,X12,2ND,/$1.35
21-Aug-20,16:25,TAREE,7,3 – HOLY REIGN,J.FORD,571,,
21-Aug-20,16:40,CARNARVON,3,2 – DANEFIN (BEST BET),M.DERRICK(A),113,2ND,/$1.04
21-Aug-20,16:45,CANBERRA,8,2 – AWAY SHE GOES,H.EDE(A),X15,,
21-Aug-20,17:00,TAREE,8,3 – BANDAHARA,A.GIBBONS,431,,
,,,,,,,,
,20-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
20-Aug-20,12:45,HAWKESBURY,1,1 – HAPPY BABE,T.SCHILLER(A),52,,
20-Aug-20,13:05,CAIRNS,3,1 – DERULO (BEST BET),B.THOMSON,X11,WINNER,$1.24 /$1.08
20-Aug-20,13:30,WARRNAMBOOL,2,8 – TONNARELLA,D.THORTON,958,,
20-Aug-20,13:40,CAIRNS,4,2 – DELUXE ROCKER,C.WHITELEY,1X1,2ND,/$1.29
20-Aug-20,14:00,WARRNAMBOOL,3,3 – FOREVER LOUD,B.ALLEN,582,,
20-Aug-20,14:15,CAIRNS,5,1 – BATTLE CRY,M.POTGEITER(A),211,WINNER,$2.40 /$1.30
20-Aug-20,14:50,CAIRNS,6,5 – CLEAR THE BILL,F.EDWARDS,X44,,
20-Aug-20,15:00,WARRNAMBOOL,5,3 – PRINTMAKER,B.RAWILLER,X62,,
20-Aug-20,15:10,HAWKESBURY,5,1 – GARRISON,B.AVDULLA,X51,3RD,/$2.20
20-Aug-20,15:17,PINJARRA,2,5 – YAMATAI,C.J - POR,4X2,2ND,/$1.12
20-Aug-20,15:25,CAIRNS,7,6 – ORIENTAL GIRL,W.D'AVILA,222,WINNER,$2.04 /$1.13
20-Aug-20,15:45,HAWKESBURY,6,4 – TECTONICUS,K.MCEVOY,531,2ND,/$1.67
20-Aug-20,15:52,PINJARRA,3,8 – HOW'S THE SERENITY,C.AZZORPARDI(A),3X4,WINNER,$1.95 /$1.08
20-Aug-20,16:00,WARRNAMBOOL,7,1 – GRANDVIEW AVENUE,T.BULL(A),92X,3RD,/$2.56
20-Aug-20,16:05,CAIRNS,8,2 – NORTH AFRICA,R.WIGGINS,111,WINNER,$1.90 /$1.17
20-Aug-20,16:20,HAWKESBURY,7,2 – ORDER AGAIN,J.MCDONALD,344,,
20-Aug-20,16:27,PINJARRA,4,7 – FIRST MOMENT,C.PARNHAM,73,2ND,/$1.90
20-Aug-20,16:30,WARRNAMBOOL,8,4 – ZENDE,Z.SPAIN,2X3,WINNER,$3.40 /$1.60
20-Aug-20,16:40,CAIRNS,9,5 – LOVE IS BLIND,W.D'AVILA,126,3RD,/$1.57
20-Aug-20,17:20,CAIRNS,10,2 – REAGAN,N.DAY,303,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,19-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
19-Aug-20,12:25,SANDOWN,1,2 – AWKWARD,B.RAWILLER,233,,
19-Aug-20,12:33,IPSWICH,1,4 – DREAM WEAVING,J.MURPHY(A),33,2ND,/$1.59
19-Aug-20,13:00,SANDOWN,2,5 – THE BIG EASY,J.MCNEIL,8X1,,
19-Aug-20,13:08,IPSWICH,2,8 – MOSSFAIR,M.CAHILL,X22,3RD,/$2.08
19-Aug-20,13:25,CANTERBURY,1,1 – CAT DORO (BEST BET),J.MCDONALD,42,2ND,/$1.20
19-Aug-20,13:35,SANDOWN,3,1 – SHOTMAKER,L.LAFFERTY(A),0X1,2ND,/$1.50
19-Aug-20,13:43,IPSWICH,3,6 – LOUD NOISE,T.MARSHALL,742,2ND,/$1.94
19-Aug-20,14:10,SANDOWN,4,2 – LUNAR FLARE,D.OLIVER,112,3RD,/$1.23
19-Aug-20,14:35,CANTERBURY,3,1 – KNOWITALL JACK,T.SHERRY(A),653,2ND,/$1.84
19-Aug-20,15:00,GAWLER,4,6 – KING AND KING,B.VORSTER,821,,
19-Aug-20,15:49,BELMONT,1,5 – ZAALAH,C.PARNHAM,24,WINNER,$2.28 /$1.46
19-Aug-20,16:03,IPSWICH,7,9 – AMICHE,M.HELLYER,113,LATE,SCRATCHING
19-Aug-20,16:20,CANTERBURY,6,5 – ESCAPED,T.BERRY,X13,WINNER,$5.80 /$1.85
19-Aug-20,16:55,CANTERBURY,7,5 – MONSIEUR SISU,L.DAY(A),152,WINNER,$5.20 /$1.85
19-Aug-20,17:00,BELMONT,3,8 – CLASSIC MAGNUS,L.WARWICK,X41,WINNER,$3.60 /$1.70
19-Aug-20,17:35,BELMONT,4,2 – GIANT LEAP,L.RAMOLY(A),152,WINNER,$2.12 /$1.17
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,18-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
18-Aug-20,12:42,MACKAY,1,4 – IMALI,R.WIGGINS,453,,
18-Aug-20,13:00,PAKENHAM,1,2 – CHOCWEDGE,P.MALONEY,7X2,,
18-Aug-20,13:17,MACKAY,2,6 - SHEZASHOOTINGSTAR,A.SEWELL,4X3,3RD,/$2.44
18-Aug-20,13:30,PAKENHAM,2,1 – ALBENCA STREET,C.NEWITT,922,2ND,/$1.30
18-Aug-20,13:35,ALBURY,1,7 – SCALDED,R.BENSLEY,X82,WINNER,$2.80 /$1.65
18-Aug-20,13:57,MACKAY,3,4 – SO YOU DREAM,B.THOMSON,432,,
18-Aug-20,14:25,SCONE,3,7 – WADI MUSA,G.RYAN,762,WINNER,$2.38 /$1.24
18-Aug-20,14:34,MACKAY,4,3 – ALL STAR ROCKET (BEST BET),C.WHITELEY,121,WINNER,$1.66 /$1.11
18-Aug-20,15:05,SCONE,4,8 – LUCKY ELIXER,G.RYAN,421,WINNER,$2.30 /$1.30
18-Aug-20,15:30,PAKENHAM,6,1 – KOSOWSKI,M.LAWERANCE(A),X32,,
18-Aug-20,15:40,SCONE,5,2 – SHINING EAGLE,A.CAVELLO,X14,LATE,SCRATCHING
18-Aug-20,15:50,MACKAY,6,3 – BRAD,J.STANLEY,X23,WINNER,$3.00 /$1.55
18-Aug-20,16:00,PAKENHAM,7,7 – NO NEW TRICKS,L.GERMAN(A),331,,
18-Aug-20,17:05,MACKAY,8,1 – ELLE A WALKING,M.POTGEITER(A),33,3RD,/$1.55
,,,,,,,,
,17-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
17-Aug-20,13:35,GRAFTON,2,6 – SWANSTON,L.KILNER(A),1,2ND,/$1.44
17-Aug-20,13:50,CESSNOCK,2,1 – LAKE MARION,D.GIBBONS(A),233,LATE,ABANDONED
17-Aug-20,14:00,BALLARAT,3,3 – KRISPY KEV,D.MOOR,23X,,
17-Aug-20,14:10,GRAFTON,3,2 – QUIZZICAL DEEL,K.W-TAYLOR(A),792,2ND,/$2.14
17-Aug-20,14:25,CESSNOCK,3,1 – XIAOLIS YING,A.GIBBONS,22X,LATE,ABANDONED
17-Aug-20,14:30,BALLARAT,4,1 – BOOM BOOM BECKER,D.MOOR,22X,,
17-Aug-20,14:45,GRAFTON,4,2 – ENTERPRISE KEREN,K.W-TAYLOR(A),263,,
17-Aug-20,15:00,BALLARAT,5,1 – NINE CLOUDS,J.CHILDS,111,2ND,/$1.07
17-Aug-20,15:05,CESSNOCK,4,2 – STAR RAIDER,A.BULLOCK,2X4,LATE,ABANDONED
17-Aug-20,15:20,GRAFTON,5,3 – BEYOND DESIRE (BEST BET),M.MCGUREN,321,,
17-Aug-20,15:55,GRAFTON,6,1 – HIROKO,M.MCGUREN,23X,,
,16:15,CESSNOCK,6,1 – DUNDEE,R.WILCOX(A),313,LATE,ABANDONED
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,16-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
16-Aug-20,10:40,DEVONPORT,1,2 – SH’BOURNE RENEGADE,B.MCCOULL,111,WINNER,$3.50 /$1.60
16-Aug-20,11:15,DEVONPORT,2,2 – GEE GEE DEVONBOY,D.GANDERTON,233,2ND,/$1.87
16-Aug-20,12:10,PORT AUGUSTA,1,2 – LOFTY TYCOON,E.BOYD,211,,
16-Aug-20,12:15,KILCOY,1,6 – HOSTILE STAR (BEST BET),A.THOMPSON(A),832,WINNER,$2.30 /$1.20
16-Aug-20,13:15,NARROMINE,3,7 – TANK ATTACK,M.CAHILL,222,,
16-Aug-20,13:20,CRANBOURNE,3,1 – RUN WALRUS RUN,C.NEWITT,42,WINNER,$5.20 /$1.75
16-Aug-20,13:25,MORUYA,2,3 – ONE MAN BAND,J.FORD,0X3,2ND,/$1.70
16-Aug-20,13:30,PORT AUGUSTA,3,2 – DISSOLVABLE,K.ZECHNAR,593,2ND,/$1.59
16-Aug-20,13:45,DEVONPORT,6,2 – GEE GEES CRICKET,P.LUI(A),833,WINNER,$4.00 /$1.68
16-Aug-20,13:55,NARROMINE,4,1 – FEVER TREE,S.MILLER,42,,
16-Aug-20,14:05,MORUYA,3,2 – LOAFING,J.FORD,X53,WINNER,$2.60 /$1.25
16-Aug-20,14:10,PORT AUGUSTA,4,3 – CONNERMARA ROSE,D.TOOTELL(A),216,,
16-Aug-20,14:40,CRANBOURNE,5,9 – LING LING,S.WYNNE,X52,,
16-Aug-20,15:10,KALGOORLIE,1,6 – NAUGHTY THOUGHTIES,K.YUILL,433,2ND,/$1.81
16-Aug-20,15:15,NARROMINE,6,1 – COSTAS,A.BULLOCK,473,WINNER,$2.40 /$1.19
16-Aug-20,15:20,CRANBOURNE,6,8 – GREEN IVY,J.MCNEIL,822,,
16-Aug-20,15:25,MORUYA,5,2 – SHORES OF AVALON,B.WARD,1X2,,
16-Aug-20,15:35,KILCOY,6,11 – HEART OF AUSTRALIA,G.GOOMANY,X72,WINNER,$5.00 /$1.90
16-Aug-20,15:50,KALGOORLIE,2,2 – ESCALATING (BEST BET),K.YUILL,243,3RD,/$1.20
16-Aug-20,16:10,PORT AUGUSTA,7,1 – REAL EASY,E.BOYD,612,,
16-Aug-20,16:15,KILCOY,7,5 – HEART VANDERLAY,T.MARSHALL,703,3RD,/$1.35
16-Aug-20,16:35,NARROMINE,8,3 –THE SLEDGEHAMMER,K.B-PITOMAC(A),111,WINNER,$4.50 /$1.82
16-Aug-20,16:40,CRANBOURNE,8,2 – CATEGORY FIVE,J.MCNEIL,211,WINNER,$4.00 /$1.60
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,15-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
15-Aug-20,11:28,DOOMBEN,1,1 – DASHING SPECIAL,B.STEWART,126,2ND,/$1.60
15-Aug-20,11:50,TATURA,1,11 – SILK JACKET,F.KERSLEY,4X2,2ND,/$1.30
15-Aug-20,12:10,CAULFIELD,1,1 – SOVEREIGN AWARD,D.OLIVER,X11,2ND,/$1.45
15-Aug-20,12:18,GOLD COAST,1,1 – SNIPPETSPEED,B.PENGELLY,X12,,
15-Aug-20,12:26,TATURA,2,12 – SUNBURNT,D.HOLLAND,833,WINNER,$2.60 /$1.23
15-Aug-20,13:01,TATURA,3,4 – SMART DESIGN,J.DUFFY,X22,LATE,SCRATCHING
15-Aug-20,13:16,NARRANDERA,1,1 – ALPHA LANE,K.NISBET,0X3,,
15-Aug-20,13:20,CAULFIELD,3,2 – OUR CAMPANA,L.NOLEN,X15,,
15-Aug-20,13:24,KEMBLA GRANGE,1,1 – ABSOLUTE LEGEND,C.WILLIAMS,2,LATE,ABANDONED
15-Aug-20,13:28,GOLD COAST,3,6 – VANDERLAND,S.DOYLE,23,2ND,/$1.30
15-Aug-20,13:31,MORPHETVILLE,3,3 – DEEP DIVE,T.PANNELL,X71,WINNER,$2.32 /$1.33
15-Aug-20,13:43,CASINO,3,3 – WARBURTON,J.WATKINS,871,3RD,/$1.40
15-Aug-20,13:56,NARRANDERA,2,3 – MONEY IN MUD,K.NISBET,822,WINNER,$2.52 /$1.30
15-Aug-20,14:00,CAULFIELD,4,2 – PLEIN CIEL (BEST BET),D.OLIVER,314,2ND,/$1.20
15-Aug-20,14:08,GOLD COAST,4,4 – TIP TOES,M.MURPHY,2,,
15-Aug-20,14:20,RANDWICK,5,7 – TORYJOY,R.KING,832,LATE,SCRATCHING
15-Aug-20,14:23,CASINO,4,1 – ALLARES,L.ROLLS,824,WINNER,$2.42 /$1.19
15-Aug-20,14:27,BELMONT,2,2 – CLAIREVOYANCE(BEST BET),C.PARNHAM,11,WINNER,$1.35 /$1.06
15-Aug-20,14:32,EAGLE FARM,6,7 – SUPER EFFORT,L.CASSIDY,1,3RD,/$1.45
15-Aug-20,14:44,KEMBLA GRANGE,3,12 – NEARLY FINE,T.SCHILLER(A),,LATE,ABANDONED
15-Aug-20,14:48,GOLD COAST,5,9 – MY ADELINEG.COLLESS,G.COLLESS,3X3,,
15-Aug-20,15:12,EAGLE FARM,7,2 – FIERY HEIGHTS,M.WISHART(A),501,,
15-Aug-20,15:20,CAULFIELD,6,3 – PARLOPHONE,D.OLIVER,X11,,
15-Aug-20,15:40,RANDWICK,7,2 – NORTH PACIFIC,J.MCDONALD,3X1,WINNER,$2.22 /$1.17
15-Aug-20,15:47,BELMONT,4,2 – NOIR DE RUE,L.WARWICK,624,,
