DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
15-Aug-20,16:11,MORPHETVILLE,7,4 – MORE THAN EXCEED,K.CROWTHER,721,,
15-Aug-20,16:20,RANDWICK,8,8 – MAN OF PEACE,L.DAY(A),211,WINNER,$4.30 /$1.90
15-Aug-20,16:23,BELMONT,5,4 – MONTELENA,C.PARNHAM,341,WINNER,$1.70 /$1.30
15-Aug-20,16:28,EAGLE FARM,9,1 – ROCK BEAT,L.TARRANT,1X3,,
15-Aug-20,16:35,CAULFIELD,8,3 –STREETS OF AVALON,B.MELHAM,0X2,,
15-Aug-20,17:05,BELMONT,6,2 – SUPER EX,M.DERRICK(A),0X1,,
15-Aug-20,17:10,CAULFIELD,9,4 – SHOWMANSHIP,W.PIKE,111,WINNER,$2.28 /$1.33
,,,,,,,,
,14-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
14-Aug-20,11:34,TOWNSVILLE,1,9 – YANKEE TANGO,P.ROMEO,254,2ND,/$2.70
14-Aug-20,12:20,GOULBURN,1,1 – BALLETOPIA,A.HYERONIMUS,4X3,2ND,/$1.55
14-Aug-20,12:35,MUSWELLBROOK,1,14 – YAMBAS STAR,G.RYAN,46,,
14-Aug-20,13:17,TOWNSVILLE,4,5 – I DID IT AGAIN,R.WIGGINS,112,WINNER,$2.00 /$1.21
14-Aug-20,13:35,GOULBURN,3,3 – EASY CAMPESE,J.PENZA,312,WINNER,$2.04 /$1.20
14-Aug-20,13:50,MUSWELLBROOK,3,3 – MEYISTI,G.BUCKLEY,32X,3RD,/$1.73
14-Aug-20,13:57,TOWNSVILLE,5,3 - PANIAGUA,S.SHEARGOLD,111,WINNER,$3.10 /$1.45
14-Aug-20,14:00,GEELONG,4,10 – SIGRID,D.DUNN,553,LATE,SCRATCHING
14-Aug-20,14:45,GOULBURN,5,7 – RATHVILLY MISS,K.LATHAM,3X2,WINNER,$1.70 /$1.14
14-Aug-20,14:55,CARNARVON,1,1 – DANEFIN,M.DERRICK(A),111,,
14-Aug-20,15:00,GEELONG,6,3 – CARNAMAH,W.PIKE,217,3RD,/$2.36
14-Aug-20,15:05,MUSWELLBROOK,5,4 – JAJA CHABOOGIE (BEST BET),A.GIBBONS,311,2ND,/$1.48
14-Aug-20,15:30,GEELONG,7,2 - UNSHACKLED,,,LATE,SCRATCHING
14-Aug-20,13:35,CARNARVON,2,1 – EMPIRE KHAN,K.SARDELIC(A),X22,LATE,SCRATCHING
14-Aug-20,15:40,MUSWELLBROOK,6,2 – SOPHIE’S LASS,D.GIBBONS(A),X19,,
14-Aug-20,15:50,TOWNSVILLE,8,12 – FANAAR,J.STANLEY,121,2ND,/$1.35
14-Aug-20,16:00,GEELONG,8,12 – REFRESHED,D.OLIVER,482,2ND,/$1.65
14-Aug-20,16:05,GOULBURN,7,1 – JACQUINE REWARD,M.BELL,41,,
14-Aug-20,16:20,MUSWELLBROOK,7,5 – CRACKERJACK KENNY,B.HODDER,521,3RD,/$1.30
14-Aug-20,16:27,TOWNSVILLE,9,3 – BEST HOFFA,P.ROMEO,221,,
14-Aug-20,16:30,GEELONG,9,11 – ZEPPA,M.ZAHRA,4X1,,
14-Aug-20,17:00,MUSWELLBROOK,8,6 – ADIOS STEVE,G.RYAN,331,WINNER,$4.00 /$1.63
14-Aug-20,17:10,TOWNSVILLE,10,4 – TANGO RAIN,B.PENGELLY,112,,
14-Aug-20,17:30,CARNARVON,5,3 – JUPITERS SON,H.FITZGERALD(A),121,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,13-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
13-Aug-20,12:20,IPSWICH,1,1 – ADDOCARR (BEST BET),R.MALONEY,216,,
13-Aug-20,12:35,NEWCASTLE,1,2 – MISSION RIVER,R.DOLAN(A),88X,,
13-Aug-20,12:55,IPSWICH,2,4 – SCOTTISH MIST,R.STEWART,X62,WINNER,$1.65 /$1.15
13-Aug-20,13:15,NEWCASTLE,2,2 – ZARZOU,B.AVDULLA,4X3,2ND,/$1.14
13-Aug-20,13:30,SALE,2,12 – QUALITY DIAMOND,B.MERTENS,X30,,
13-Aug-20,13:35,IPSWICH,3,3 – MAHSTAR,B.AINSWORTH,X82,2ND,/$1.24
13-Aug-20,13:30,NEWCASTLE,3,2 – WHAT A GIRL,J.MCDONALD,826,3RD,/$1.10
13-Aug-20,14:10,IPSWICH,4,3 – READY TO CHASE,T.MARSHALL,52,2ND,/$1.60
13-Aug-20,14:25,NEWCASTLE,4,2 – RIFLES,K.LATHAM,34X,WINNER,$3.85 /$1.40
13-Aug-20,15:00,SALE,5,5 – WILLYGOOD,M.RODD,21,,
13-Aug-20,15:20,IPSWICH,6,4 – TRENGGANU,A.PATIS(A),7X1,2ND,/$1.20
13-Aug-20,15:30,SALE,6,3 – UNFAIR DISMISSAL,M.CARTWRIGHT(A),313,3RD,/$1.50
13-Aug-20,15:40,NEWCASTLE,6,13 – SKY LAB,T.SHERRY(A),532,WINNER,$1.39/ $1.08
13-Aug-20,15:57,IPSWICH,7,3 – THE HAND,A.SPINKS,831,2ND,/$2.62
13-Aug-20,16:15,NEWCASTLE,7,3 – SOMNUS,T.SHERRY(A),217,,
13-Aug-20,16:22,NORTHAM,4,1 – FINAL CHILL,J.NOSKE,285,,
13-Aug-20,16:30,SALE,8,1 – DIODE,J.NOONAN,X23,WINNER,$4.60/ $1.75
13-Aug-20,16:50,NEWCASTLE,8,2 – SWEEPING BROOK,T.SCHILLER(A),221,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,12-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
12-Aug-20,12:25,SANDOWN,1,6 – PEGGY SELENE,B.MELHAM,126,WINNER,$3.60 /$1.81
12-Aug-20,13:08,DOOMBEN,2,1 – MT MORT SHARK,M.CAHILL,27,,
12-Aug-20,13:25,WARWICK FARM,1,1 – ROUSSEAU,J.MCDONALD,24X,,
12-Aug-20,13:35,SANDOWN,3,2 – LIGHT PILLAR,L.LAFFERTY(A),402,2ND,/$1.80
12-Aug-20,13:50,NARACOORTE,2,2 – CRIMSON TYCOON,M.COLLETT(A),91,,
12-Aug-20,14:18,DOOMBEN,4,3 – BRADBURY,B.STEWART,321,,
12-Aug-20,14:45,SANDOWN,5,5 – RICH HIPS,D.OLIVER,X12,,
12-Aug-20,14:53,DOOMBEN,5,5 – DECISIVE HEART,R.FRADD,423,,
12-Aug-20,15:10,WARWICK FARM,4,3 – WILLOWHEART (BEST BET),T.BERRY,5X5,LATE,SCRATCHING
12-Aug-20,15:14,BELMONT,1,8 – WARDIAN,S.PARNHAM,2,3RD,/$1.18
12-Aug-20,15:28,DOOMBEN,6,6 – GINGER ROCK,R.FRADD,X41,WINNER,$2.70 /$1.27
12-Aug-20,15:35,NARACOORTE,5,3 – BEAR ARMS,S.LOGAN(A),414,WINNER,$2.98 /$1.43
12-Aug-20,15:49,BELMONT,2,1 – GUARDED,B.PARNHAM,X68,,
12-Aug-20,16:24,BELMONT,3,2 – BURN ONE DOWN,M.DERRICK(A),X57,3RD,/$1.55
12-Aug-20,16:45,NARACOORTE,7,2 – ROSE TIARA,J.EATON(A),357,LATE,SCRATCHING
12-Aug-20,17:02,BELMONT,4,5 – EMPIRE REIGN (BEST BET),C.PARNHAM,21,3RD,/$1.10
12-Aug-20,17:37,BELMONT,5,1 – EXCELLENT DREAM,V.CORVER(A),X11,2ND,/$1.30
,,,,,,,,
,11-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
11-Aug-20,13:04,ROCKHAMPTON,2,1 – BOLD PEDRO,R.WIGGINS,9,WINNER,$3.50 /$1.62
11-Aug-20,13:30,BALLARAT,2,2 – HOLSTER,D.DUNN,24X,2ND,/$1.20
11-Aug-20,13:35,GOSFORD,2,3 – BONDI BLUE,K.MCEVOY,X93,LATE,SCRATCHING
11-Aug-20,13:42,ROCKHAMPTON,3,1 – VAN WINKEL,E.BELL(A),4X2,,
11-Aug-20,14:17,ROCKHAMPTON,4,1 – LET’S CHEER AGAIN,A.BUTLER,158,,
11-Aug-20,15:50,GOSFORD,4,2 – DUCHESS OF WINDSOR,J.FORD,331,LATE,SCRATCHING
11-Aug-20,14:57,ROCKHAMPTON,5,2 – OKIE,A.BUTLER,7X3,,
11-Aug-20,15:00,BALLARAT,5,1 – BOWING,J.MARTIN,4X5,3RD,/$2.78
11-Aug-20,15:25,GOSFORD,5,1 – OKSAL,L.DAY(A),12X,,
11-Aug-20,15:34,ROCKHAMPTON,6,2 – BOGEY MAN (B/BET),J.STANLEY,630,WINNER,$4.80 /$1.85
11-Aug-20,16:00,BALLARAT,7,3 - MY DIVAS,T.CHILDS(A),952,,
11-Aug-20,16:05,GOSFORD,6,1 – DRESDEN GREEN,A.HYERONIMUS,80X,LATE,SCRATCHING
11-Aug-20,16:12,ROCKHAMPTON,7,1 – KING KLAUS,B-DENE APPO,231,WINNER,$2.00 /$1.24
11-Aug-20,16:50,ROCKHAMPTON,8,2 – APPLICANT,C.WHITELEY,2X1,WINNER,$2.75 /$1.50
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,10-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
10-Aug-20,12:55,PORT MACQUARIE,2,1 – REAL GENT,K.W-TAYLOR,631,2ND,/$1.90
10-Aug-20,13:00,PAKENHAM,1,8 – AQAAREB,T.STOCKDALE(A),X62,,
10-Aug-20,13:35,PORT MACQUARIE,3,6 – HIGHBURY,B.HODDER,426,2ND,/$1.38
10-Aug-20,14:00,PAKENHAM,3,2 – PERENNIAL,L.NOLEN,X2X,,
10-Aug-20,14:45,PORT MACQUARIE,5,3 – CONDOVER HALL,A.BULLOCK,232,2ND,/$1.80
10-Aug-20,15:00,PAKENHAM,5,1 – KOSOWSKI,M.LAWRENCE(A),7X3,2ND,/$1.70
10-Aug-20,15:25,PORT MACQUARIE,6,5 – AREYA TICHUZY (BEST BET),A.DENBY,413,2ND,/$1.24
10-Aug-20,16:00,PAKENHAM,7,3 – PIROPAN,E.BROWN,341,,
10-Aug-20,16:05,PORT MACQUARIE,7,1 – STONECOLD FLEX,L.ROLLS,623,,
10-Aug-20,16:30,PAKENHAM,8,3 – BANKSY STRIKES,C.NEWITT,351,,
10-Aug-20,16:45,PORT MACQUARIE,8,1 – DOLLSON,J.GRIESDALE,522,3RD,/$1.55
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,9-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
9-Aug-20,10:35,DEVONPORT,1,1 – GEE GEE FIORETE,B.MCCOULL,X51,WINNER,$1.95 /$1.35
9-Aug-20,11:10,DEVONPORT,2,1 – FITZWILLIAM,S.CARR,55X,WINNER,$1.83 /$1.10
9-Aug-20,12:00,BENDIGO,1,10 – CHAMPAGNE WITNESS,D.YENDALL,2,,
9-Aug-20,12:30,DUBBO,1,2 – WILD ROCKET,M.CAHILL,411,WINNER,$2.40 /$1.40
9-Aug-20,12:35,BENDIGO,2,2 – ROCK OF KRYPTONITE,B.MELHAM,X6X,2ND,/$1.30
9-Aug-20,13:10,BENDIGO,3,2 – BORN A WARRIOR,D.DUNN,40X,2ND,/$1.09
9-Aug-20,13:20,SUNSHINE COAST,2,3 – XERRI,R.FRADD,61X,,
9-Aug-20,13:30,WAGGA,1,3 – CAPE CLUSTER,B.LOY,522,WINNER,$2.10 /$1.16
9-Aug-20,13:40,DEVONPORT,6,1 – CAPTAIN DAVE,B.LOUIS(A),321,3RD,/$1.30
9-Aug-20,13:50,DUBBO,3,1 – BANJU,D.NORTHEY,2X2,2ND,/$1.26
9-Aug-20,14:10,WAGGA,2,1 – THE DOCTORS SON,D.SCOTT(A),17X,3RD,/$1.40
9-Aug-20,14:20,DEVONPORT,7,2 – JULIUS,I.TOKER,1,WINNER,$3.05 /$1.50
9-Aug-20,14:30,DUBBO,4,1 – DAREDEVIL,G.BUCKLEY,35X,2ND,/$2.40
9-Aug-20,14:40,SUNSHINE COAST,4,1 – VIBRATO (BEST BET),B.STEWART,462,WINNER,$1.85 /$1.29
9-Aug-20,15:00,DEVONPORT,8,2 – MOSS N BOLT,K.MASKIEL(A),693,,
9-Aug-20,15:05,KALGOORLIE,1,2 – ESCALATING,M.PATEMAN,224,,
9-Aug-20,15:10,DUBBO,5,3 – AMYS SHADOW,R.SIMPSON(A),X12,WINNER,$3.05 /$1.47
9-Aug-20,15:20,SUNSHINE COAST,5,6 – ONE FOR BETTY,R.MALONEY,5X1,WINNER,$1.61 /$1.20
9-Aug-20,15:46,DUBBO,6,2 – MOLASSES,G.BUCKLEY,543,,
9-Aug-20,15:50,BENDIGO,7,2 – TATUNKA,D.YENDALL,128,2ND,/$1.40
9-Aug-20,15:55,SUNSHINE COAST,6,1 – MAYBACH,J.ORMAN,48X,WINNER,$3.70 /$1.95
9-Aug-20,16:05,WAGGA,5,1 – PLEASANT,H.EDE(A),510,2ND,/$1.60
9-Aug-20,16:13,DEVONPORT,10,1 – JEREMIAH,D.PIRES,13X,,
9-Aug-20,16:17,KALGOORLIE,3,2 – NEMIROFF,M.PATEMAN,611,,
9-Aug-20,16:30,SUNSHINE COAST,7,1 – PLAYTHEFIELD,S.TOMLINSON(A),162,,
9-Aug-20,16:40,WAGGA,6,1 – SCARLEO,,,LATE,SCRATCHING
9-Aug-20,16:50,KALGOORLIE,4,1 – REVEL,M.PATEMAN,213,,
9-Aug-20,17:00,DUBBO,8,1 – FROM THE BUSH,G.BUCKLEY,X11,WINNER,$4.60 /$1.55
9-Aug-20,17:25,KALGOORLIE,5,1 – MAGIC WILL REIGN,M.PATEMAN,222,WINNER,$2.52 /$1.36
9-Aug-20,18:00,KALGOORLIE,6,5 – CUBAN TWIST,J.MCNAUGHT,611,WINNER,$3.45 /$1.51
,,,,,,,,
,,,,,,,,
,8-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
8-Aug-20,11:23,DOOMBEN,1,3 – FLEET DOVE,M.DU PLESSIS,121,2ND,/$1.40
8-Aug-20,11:50,ROSEHILL,1,2 – DANCING GIDGET,J.MCDONALD,X11,,
8-Aug-20,12:05,FLEMINGTON,1,3 – DOUBLE YOU TEE,B.EGAN,503,2ND,/$2.40
8-Aug-20,12:16,MURRAY BRIDGE,1,1 – JUST ZERENE (BEST BET),B.VORSTER,1X3,LATE,SCRATCHING
8-Aug-20,12:33,DOOMBEN,3,3 – POTRO DURO,R.FRADD,112,,
8-Aug-20,12:44,NEWCASTLE,1,1 – SHADOW BRIDGE,T.SCILLER(A),291,3RD,/$1.45
8-Aug-20,12:51,MURRAY BRIDGE,2,4 – ROYALTY,B.VORSTER,241,2ND,/$1.57
8-Aug-20,13:08,DOOMBEN,4,3 – REUS,R.FRADD,313,,
8-Aug-20,13:15,FLEMINGTON,3,1 – FLINDERS RIVER,W.PRICE(A),X51,,
8-Aug-20,13:23,GOLD COAST,3,11 – SWEET RHAPSODY,S.TOMLINSON(A),5X2,WINNER,$2.76 /$1.30
8-Aug-20,13:42,BELMONT,1,4 – OHSUMI,M.PATEMAN,6X2,,
8-Aug-20,13:59,NEWCASTLE,4,6 – PITCHFORK,`K.LATHAM,322,WINNER,$2.30 /$1.30
8-Aug-20,14:09,ALICE SPRINGS,1,2 – BLAZING BULLIT,A.LINDSAY(A),143,2ND,/$1.30
8-Aug-20,14:39,NEWCASTLE,5,3 – RULE OF LAW,A.GIBBONS,3,WINNER,$2.40 /$1.30
8-Aug-20,14:43,GOLD COAST,5,3 – GETYOURGREYON,J.GUTHMAN,0X2,WINNER,$1.50
8-Aug-20,14:49,ALICE SPRINGS,2,1 – ALVIN PURPLE,W.KERFORD,211,2ND,/$1.45
8-Aug-20,14:55,ROSEHILL,6,7 – SHAIK,T.CLARK,132,,
8-Aug-20,15:02,BELMONT,3,4 – QUEEN BROWN,C.PARNHAM,X61,WINNER,$2.20 /$1.30
8-Aug-20,15:23,GOLD COAST,6,4 – ELGIN,G.COLLESS,X32,2ND,/$1.63
8-Aug-20,15:35,ROSEHILL,7,10 – EDUARDO,N.RAWILLER,7X1,WINNER,$2.54 /$1.25
8-Aug-20,15:47,DOOMBEN,8,8 – TULLIO,J.BYRNE,111,,
8-Aug-20,16:05,ALICE SPRINGS,4,1 – NORIAYGA,B.HUPPATZ,141,WINNER,$2.38 /$1.30
8-Aug-20,16:15,ROSEHILL,8,7 – BEST STONE,N.RAWILLER,X51,LATE,SCRATCHING
8-Aug-20,16:23,DOOMBEN,9,12 – MADDI ROCKS,R.MALONEY,X41,LATE,SCRATCHING
8-Aug-20,16:38,NEWCASTLE,8,4 – ZELL,C.REITH,7X2,2ND,/$1.31
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,7-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
7-Aug-20,12:42,IPSWICH,1,2 – WATCHMEN,B.STEWART,13,WINNER,$2.74 /$1.44
7-Aug-20,12:55,CANBERRA,2,6 - WAAFIYA,J.PENZA,5,,
7-Aug-20,13:00,BALLARAT,1,7 THE DUKE OF HAZARD,M.ZAHRA,62,2ND,/$1.25
7-Aug-20,13:17,IPSWICH,2,4 – SPURIOS,D.SMITH,643,WINNER,$3.70 /$1.67
7-Aug-20,13:30,BALLARAT,2,11 – MISS JUVENILE,T.STOCKDALE(A),X43,,
7-Aug-20,13:35,CANBERRA,3,1 – JACK THE BRUMBY,B.WARD,222,2ND,/$1.40
7-Aug-20,14:00,BALLARAT,3,8 – NIGHTFIRE,J.CHILDS,3,,
7-Aug-20,14:10,CANBERRA,4,6 – MARSANNAY,L.MAGGORIAN,X61,WINNER,$2.20 /$1.15
7-Aug-20,14:25,TAMWORTH,4,10 – YULONG BASE (BEST BET),A.GIBBONS,X21,3RD,/$1.40
7-Aug-20,14:30,BALLARAT,4,1 – COMPARDY,D.MOOR,X33,3RD,/$2.02
7-Aug-20,14:34,IPSWICH,4,3 – LADY BRAHMOS,J.HUXTABLE(A),X17,WINNER,$1.90 /$1.29
7-Aug-20,14:45,CANBERRA,5,11 – WILFUL SOUL,J.FORD,422,WINNER,$3.00/$1.44
7-Aug-20,15:00,BALLARAT,5,4 – OUR WIND SPIRIT,J.ALLEN,119,3RD,/$1.44
7-Aug-20,15:12,IPSWICH,5,4 – SERTIN,S.TOMLINSON(A),X11,,
7-Aug-20,16:00,BALLARAT,6,1 – MAJOR GOWEN,J.MOTT,1X0,,
7-Aug-20,16:05,CANBERRA,7,8 – RIOT ACT,B.SPRIGGS,X11,,
7-Aug-20,16:27,IPSWICH,7,1 – BIG JAKE,A.SEWELL,1,,
7-Aug-20,16:30,BALLARAT,8,2 – MASERARTIE BAY,J.ALLEN,449,WINNER,$1.75 /$1.18
7-Aug-20,16:40,CANBERRA,8,2 – GLAMOUR CAT,E.HENNESSY(A),673,2ND,/$1.62
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,6-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
6-Aug-20,12:35,COFFS HARBOUR,1,1 – READY FOR DANGER,A.HYERONIMUS,X96,,
6-Aug-20,12:55,KEMBLA GRANGE,1,5 – DREAM MAIDEN,A.COLLETT,222,2ND,/$1.62
6-Aug-20,13:00,WARRNAMBOOL,1,4 – VILLA VILLEKULLA (BEST BET),B.EGAN,2,WINNER,$1.75 /$1.29
6-Aug-20,13:17,GATTON,1,8 – OUR ARIANA,T.MARSHALL,225,WINNER,$1.52 /$1.10
6-Aug-20,13:50,COFFS HARBOUR,3,5 – HONOVI,L.ROLLS,311,,
6-Aug-20,13:57,GATTON,2,1 – LICENCE TO ROCK,T.WHEELER(A),642,3RD,/$2.50
6-Aug-20,14:10,KEMBLA GRANGE,3,2 –CALIFORNIA AUGUST,J.PENZA,421,LATE,SCRATCHING
6-Aug-20,14:17,PINJARRA,1,6 – JUST UNDER,T.TURNER(A),342,WINNER,$1.90 /$1.15
6-Aug-20,14:30,WARRNAMBOOL,4,2 – PATCH ADAMS,D.YENDALL,594,,
6-Aug-20,14:35,GATTON,3,3 – MOCKING,A.PATIS(A),0X3,,
6-Aug-20,15:00,WARRNAMBOOL,5,2 – ELDERFLOWER,T.CHILDS(A),131,2ND,/$1.42
6-Aug-20,15:12,GATTON,4,5 – HERECUM DA DRUMS,N.FAZACKERLEY(A),132,,
6-Aug-20,15:20,KEMBLA GRANGE,5,9 – ON THE LEAD,T.BERRY,5X1,WINNER,$1.25 /$1.05
6-Aug-20,15:27,PINJARRA,3,2 – CONGREVE ROCKET,J.AZZOPARDI,3,WINNER,$2.80 /$1.29
6-Aug-20,15:55,KEMBLA GRANGE,6,1 – SNOWFIRE,T.BERRY,451,WINNER,$6.00 /$2.38
6-Aug-20,16:30,WARRNAMBOOL,8,1 – CHORTOMIC,T.BULL(A),241,WINNER,$2.60 /$1.30
6-Aug-20,16:35,KEMBLA GRANGE,7,1 – BARACUS,J.PENZA,7X7,,
6-Aug-20,16:42,PINJARRA,5,12 – ZAALAH,C.PARNHAM,2,,
,,,,,,,,
,,,,,,,,
,5-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
5-Aug-20,12:25,CRANBOURNE,1,1 – BOSS’N THE MOSS,D.OLIVER,,,
5-Aug-20,12:50,CANTERBURY,1,3 – TECTONICUS,J.MCEVOY,,WINNER,$4.80/ $2.40
5-Aug-20,13:00,CRANBOURNE,2,11 – AWKWARD,J.ALLEN,X23,3RD,/$1.80
5-Aug-20,13:08,SUNSHINE COAST,1,3 – MOONAN ME,J.HUXTABLE,752,WINNER,$1.90 /$1.30
5-Aug-20,13:25,CANTERBURY,2,6 – TOCHI,T.BERRY,782,WINNER,$4.40 /$1.67
5-Aug-20,13:43,SUNSHINE COAST,2,5 – MORE SHOTS,R.MALONEY,3X4,,
5-Aug-20,13:50,GAWLER,2,3 – MELODY MAN,D.TOURNER,3,2ND,/$1.30
5-Aug-20,14:00,CANTERBURY,3,7 – BAROSSA ROSA,J.COLLETT,2,,
5-Aug-20,14:10,CRANBOURNE,4,6 – LAKES FOLLY,L.NEINDORF(A),322,,
5-Aug-20,14:55,CRANBOURNE,5,2 – LUNAR FLARE (BEST BET),D.OLIVER,311,2ND,/$1.21
5-Aug-20,14:53,SUNSHINE COAST,4,3 – VOILA,L.DITTMAN,842,WINNER,$2.80 /$1.36
5-Aug-20,15:00,GAWLER,4,6 – HUSHIANO,K.CROWTHER,315,,
5-Aug-20,15:10,CANTERBURY,5,1 –LANCASTER BOMBER,T.SHERRY(A),222,2ND,/$2.20
5-Aug-20,15:14,BELMONT,2,1 – SHOCK RESULT,C.STAPLES,262,,
5-Aug-20,15:28,SUNSHINE COAST,5,6 – EXPRESS FANTASY,R.MALONEY,3X1,WINNER,$1.45 /$1.12
5-Aug-20,15:45,CANTERBURY,6,9 – EMPRESS BEA,S.CLIPPERTON,4X1,3RD,/$2.45
5-Aug-20,16:03,SUNSHINE COAST,6,1 – RUN FOR GLORY,J.BYRNE,X21,WINNER,$2.32 /$1.22
5-Aug-20,16:24,BELMONT,4,1 – WINE NIGHT,C.GRAHAM(A),120,2ND,/$1.36
5-Aug-20,16:38,SUNSHINE COAST,7,1 – THE INVESTIGATOR,B.PENGELLY,9X2,,
5-Aug-20,17:00,BELMONT,5,2 – PURE MAGNUS,L.WARWICK,7X2,,
5-Aug-20,17:35,BELMONT,6,3 – GIANT LEAP,J.NOSKE,215,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,4-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
4-Aug-20,10:58,TOWNSVILLE,1,7 – BON RUBY,F.EDWARDS,343,,
4-Aug-20,11:33,TOWNSVILLE,2,6 – PANTONE,W.D'AVILA,242,2ND,/$1.45
4-Aug-20,12:07,TOWNSVILLE,3,1 – DERULO (BEST BET),B.THOMSON,1X1,WINNER,$1.40 /$1.07
4-Aug-20,12:42,TOWNSVILLE,4,4 – UNBIASED,B.PENGELLY,23,3RD,/$1.66
4-Aug-20,12:55,MORUYA,1,3 – FANGELA,B.WARD,3,WINNER,$3.50 /$1.46
4-Aug-20,13:00,PAKENHAM,1,8 – KIANI,R.BAYLISS,3,2ND,/$1.48
4-Aug-20,13:17,TOWNSVILLE,5,9 – BETTER THAN GOLD,B.PENGELLY,293,,
4-Aug-20,13:30,PAKENHAM,2,2 – GALAXY TURF,J.MASKIEL,32,,
4-Aug-20,13:35,MORUYA,2,5 – PAHANG,S.GUYMER,5X3,WINNER,$2.82 /$1.45
4-Aug-20,13:50,SCONE,2,14 – VIRTUOUS MISS,A.GIBBONS,2,2ND,/$1.10
4-Aug-20,15:12,TOWNSVILLE,8,5 – ROCCO,P.ROMEO,342,WINNER,$3.90 /$1.55
4-Aug-20,16:05,MORUYA,6,4 – TERRA REIGN,E.HENNESSY(A),X23,3RD,/$1.57
4-Aug-20,16:27,TOWNSVILLE,10,7 – LOVE IS BLIND,W.D'AVILA,412,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,3-Aug-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
3-Aug-20,12:00,FORBES,1,3 – MONEY IN MUD,N.SOUQUET,582,2ND,/$1.85
